LatinName,Site,Date,State,Latitude,Longitude,ButterflyCount,PartyHours,JulianDate
Achalarus casica,AtascosaHighlandsAZ,7/19/1980,AZ,31.48,-111.16,1,26,201
Achalarus casica,AtascosaHighlandsAZ,6/20/1982,AZ,31.48,-111.16,1,19,171
Achalarus casica,AtascosaHighlandsAZ,7/30/1983,AZ,31.48,-111.16,4,26,211
Achalarus casica,AtascosaHighlandsAZ,8/5/1984,AZ,31.48,-111.16,1,41,218
Achalarus casica,AtascosaHighlandsAZ,8/17/1985,AZ,31.48,-111.16,2,22,229
Achalarus casica,AtascosaHighlandsAZ,8/30/1986,AZ,31.48,-111.16,1,35,242
Achalarus casica,AtascosaHighlandsAZ,8/22/1987,AZ,31.48,-111.16,2,35,234
Achalarus casica,AtascosaHighlandsAZ,8/13/1988,AZ,31.48,-111.16,4,33.5,226
Achalarus casica,AtascosaHighlandsAZ,8/20/1989,AZ,31.48,-111.16,5,56,232
Achalarus casica,AtascosaHighlandsAZ,8/18/1990,AZ,31.48,-111.16,4,50,230
Achalarus casica,AtascosaHighlandsAZ,8/10/1991,AZ,31.48,-111.16,1,43.5,222
Achalarus casica,AtascosaHighlandsAZ,8/16/1992,AZ,31.48,-111.16,6,62,229
Achalarus casica,AtascosaHighlandsAZ,8/14/1993,AZ,31.48,-111.16,2,45,226
Achalarus casica,AtascosaHighlandsAZ,8/13/1994,AZ,31.48,-111.16,5,28,225
Achalarus casica,AtascosaHighlandsAZ,8/20/1995,AZ,31.48,-111.16,6,51,232
Achalarus casica,AtascosaHighlandsAZ,8/18/1996,AZ,31.48,-111.16,17,42,231
Achalarus casica,AtascosaHighlandsAZ,8/16/1997,AZ,31.48,-111.16,14,49,228
Achalarus casica,AtascosaHighlandsAZ,8/15/1998,AZ,31.48,-111.16,8,53.5,227
Achalarus casica,AtascosaHighlandsAZ,8/14/1999,AZ,31.48,-111.16,6,64,226
Achalarus casica,AtascosaHighlandsAZ,8/19/2000,AZ,31.48,-111.16,20,65,232
Achalarus casica,AtascosaHighlandsAZ,8/18/2001,AZ,31.48,-111.16,3,56,230
Achalarus casica,PatagoniaAZ,8/13/1989,AZ,31.5072,-110.6908,3,65,225
Achalarus casica,PatagoniaAZ,8/6/1991,AZ,31.5072,-110.6908,8,61,218
Achalarus casica,PatagoniaAZ,8/9/1992,AZ,31.5072,-110.6908,3,56.5,222
Achalarus casica,PatagoniaAZ,8/7/1993,AZ,31.5072,-110.6908,9,55,219
Achalarus casica,PatagoniaAZ,8/6/1994,AZ,31.5072,-110.6908,10,75,218
Achalarus casica,PatagoniaAZ,8/13/1995,AZ,31.5072,-110.6908,14,60,225
Achalarus casica,PatagoniaAZ,8/11/1996,AZ,31.5072,-110.6908,1,40,224
Achalarus casica,PatagoniaAZ,8/9/1997,AZ,31.5072,-110.6908,2,51,221
Achalarus casica,PatagoniaAZ,8/8/1998,AZ,31.5072,-110.6908,11,66.5,220
Achalarus casica,PatagoniaAZ,8/9/1999,AZ,31.5072,-110.6908,1,72.5,221
Achalarus casica,PatagoniaAZ,8/12/2000,AZ,31.5072,-110.6908,2,64,225
Achalarus casica,PatagoniaAZ,8/11/2001,AZ,31.5072,-110.6908,11,75,223
Achalarus casica,PatagoniaAZ,8/10/2002,AZ,31.5072,-110.6908,1,47.5,222
Achalarus casica,PatagoniaAZ,8/9/2003,AZ,31.5072,-110.6908,2,43.5,221
Achalarus casica,PatagoniaAZ,8/7/2004,AZ,31.5072,-110.6908,1,38,220
Achalarus casica,PatagoniaAZ,8/5/2006,AZ,31.5072,-110.6908,4,35,217
Achalarus casica,PatagoniaAZ,8/18/2007,AZ,31.5072,-110.6908,1,58,230
Achalarus casica,PatagoniaAZ,8/9/2008,AZ,31.5072,-110.6908,1,56,222
Achalarus casica,PatagoniaAZ,8/8/2009,AZ,31.5072,-110.6908,1,71,220
Achalarus casica,PatagoniaAZ,8/7/2010,AZ,31.5072,-110.6908,1,82,219
Achalarus casica,PatagoniaAZ,8/6/2011,AZ,31.5072,-110.6908,6,79,218
Achalarus casica,PatagoniaAZ,8/11/2012,AZ,31.5072,-110.6908,10,62,224
Achalarus casica,PatagoniaAZ,8/7/2017,AZ,31.5073,-110.7331,3,54,219
Achalarus casica,PatagoniaAZ,8/12/2018,AZ,31.5073,-110.7331,2,62.5,224
Achalarus casica,PortalAZ,8/28/1999,AZ,31.85,-109.1667,4,62,240
Achalarus casica,PortalAZ,7/29/2000,AZ,31.85,-109.1667,7,45,211
Achalarus casica,PortalAZ,7/28/2001,AZ,31.85,-109.1667,5,28.5,209
Achalarus casica,PortalAZ,8/13/2005,AZ,31.85,-109.1667,1,32,225
Achalarus casica,PortalAZ,7/23/2016,AZ,31.85,-109.1667,1,20,205
Achalarus casica,PortalAZ,7/23/2017,AZ,31.85,-109.1667,2,20,204
Achalarus casica,RamseyCanyonAZ,6/24/1982,AZ,31.424,-110.2238,6,33,175
Achalarus casica,RamseyCanyonAZ,8/6/1983,AZ,31.424,-110.2238,2,56,218
Achalarus casica,RamseyCanyonAZ,8/11/1984,AZ,31.424,-110.2238,2,58.5,224
Achalarus casica,RamseyCanyonAZ,8/10/1985,AZ,31.424,-110.2238,1,52,222
Achalarus casica,RamseyCanyonAZ,7/30/1988,AZ,31.424,-110.2238,3,28,212
Achalarus casica,RamseyCanyonAZ,8/6/1989,AZ,31.424,-110.2238,3,61,218
Achalarus casica,RamseyCanyonAZ,8/4/1990,AZ,31.424,-110.2238,1,55,216
Achalarus casica,RamseyCanyonAZ,7/30/1991,AZ,31.424,-110.2238,1,61.5,211
Achalarus casica,RamseyCanyonAZ,7/31/1993,AZ,31.424,-110.2238,3,45.5,212
Achalarus casica,RamseyCanyonAZ,8/6/1995,AZ,31.424,-110.2238,7,70,218
Achalarus casica,RamseyCanyonAZ,8/5/1996,AZ,31.424,-110.2238,1,67.5,218
Achalarus casica,RamseyCanyonAZ,8/2/1997,AZ,31.424,-110.2238,1,58,214
Achalarus casica,RamseyCanyonAZ,8/1/1998,AZ,31.424,-110.2238,3,56.5,213
Achalarus casica,RamseyCanyonAZ,8/5/2000,AZ,31.424,-110.2238,1,56,218
Achalarus casica,RamseyCanyonAZ,8/4/2001,AZ,31.424,-110.2238,2,63,216
Achalarus casica,RamseyCanyonAZ,8/3/2002,AZ,31.424,-110.2238,2,52,215
Achalarus casica,RamseyCanyonAZ,7/31/2004,AZ,31.424,-110.2238,1,43.5,213
Achalarus casica,RamseyCanyonAZ,7/29/2006,AZ,31.424,-110.2238,1,49,210
Achalarus casica,RamseyCanyonAZ,8/11/2007,AZ,31.424,-110.2238,1,50,223
Achalarus casica,RamseyCanyonAZ,8/1/2009,AZ,31.424,-110.2238,3,45,213
Achalarus casica,RamseyCanyonAZ,7/30/2011,AZ,31.424,-110.2238,6,46.5,211
Achalarus casica,RamseyCanyonAZ,8/4/2012,AZ,31.424,-110.2238,2,56,217
Achalarus casica,RamseyCanyonAZ,8/6/2015,AZ,31.424,-110.2238,3,53,218
Achalarus casica,RamseyCanyonAZ,8/6/2018,AZ,31.424,-110.2238,2,59.5,218
Achalarus casica,SabinoCanyonAZ,7/17/2010,AZ,32.3656,-110.7774,3,32,198
Achalarus casica,SabinoCanyonAZ,7/16/2011,AZ,32.3656,-110.7774,11,26.5,197
Achalarus casica,SabinoCanyonAZ,7/16/2016,AZ,32.3656,-110.7774,1,45.5,198
Achalarus casica,SabinoCanyonAZ,7/15/2017,AZ,32.3656,-110.7774,1,38.5,196
Achalarus casica,SabinoCanyonAZ,7/31/2018,AZ,32.3656,-110.7774,1,33.5,212
Achalarus casica,SantaRitaMountains,7/29/2012,AZ,31.7268,-110.8807,1,18.5,211
Achalarus casica,SantaRitaMountains,7/28/2013,AZ,31.7268,-110.8807,1,26.5,209
Achalarus casica,SantaRitaMountains,7/26/2015,AZ,31.7268,-110.8723,3,43,207
Achalarus casica,SycamoreCreekAZ,7/28/2004,AZ,33.8,-111.48,3,5.3,210
Adelpha bredowii,AtascosaHighlandsAZ,7/19/1980,AZ,31.48,-111.16,1,26,201
Adelpha bredowii,AtascosaHighlandsAZ,7/30/1983,AZ,31.48,-111.16,15,26,211
Adelpha bredowii,AtascosaHighlandsAZ,8/5/1984,AZ,31.48,-111.16,7,41,218
Adelpha bredowii,AtascosaHighlandsAZ,8/17/1985,AZ,31.48,-111.16,2,22,229
Adelpha bredowii,AtascosaHighlandsAZ,8/30/1986,AZ,31.48,-111.16,3,35,242
Adelpha bredowii,AtascosaHighlandsAZ,8/13/1988,AZ,31.48,-111.16,5,33.5,226
Adelpha bredowii,AtascosaHighlandsAZ,8/18/1990,AZ,31.48,-111.16,2,50,230
Adelpha bredowii,AtascosaHighlandsAZ,8/10/1991,AZ,31.48,-111.16,1,43.5,222
Adelpha bredowii,AtascosaHighlandsAZ,8/16/1992,AZ,31.48,-111.16,6,62,229
Adelpha bredowii,AtascosaHighlandsAZ,8/14/1993,AZ,31.48,-111.16,6,45,226
Adelpha bredowii,AtascosaHighlandsAZ,8/18/1996,AZ,31.48,-111.16,2,42,231
Adelpha bredowii,AtascosaHighlandsAZ,8/16/1997,AZ,31.48,-111.16,3,49,228
Adelpha bredowii,AtascosaHighlandsAZ,8/15/1998,AZ,31.48,-111.16,25,53.5,227
Adelpha bredowii,AtascosaHighlandsAZ,8/14/1999,AZ,31.48,-111.16,2,64,226
Adelpha bredowii,AtascosaHighlandsAZ,8/19/2000,AZ,31.48,-111.16,49,65,232
Adelpha bredowii,AtascosaHighlandsAZ,8/18/2001,AZ,31.48,-111.16,13,56,230
Adelpha bredowii,BoyceThompsonArboretum,9/12/2009,AZ,33.295,-111.0946,4,9.5,255
Adelpha bredowii,BoyceThompsonArboretum,9/11/2010,AZ,33.295,-111.0946,2,12,254
Adelpha bredowii,BoyceThompsonArboretum,9/10/2011,AZ,33.295,-111.0946,1,25,253
Adelpha bredowii,BoyceThompsonArboretum,9/15/2012,AZ,33.295,-111.0946,7,14,259
Adelpha bredowii,BoyceThompsonArboretum,9/6/2014,AZ,33.295,-111.0946,7,10.5,249
Adelpha bredowii,BoyceThompsonArboretum,9/10/2016,AZ,33.295,-111.0946,1,7,254
Adelpha bredowii,BoyceThompsonArboretum,9/9/2017,AZ,33.295,-111.0946,5,12,252
Adelpha bredowii,BoyceThompsonArboretum,9/8/2018,AZ,33.295,-111.0946,1,9,251
Adelpha bredowii,Cottonwood,9/4/2017,AZ,34.738,-112.0353,1,8,247
Adelpha bredowii,GrandCanyonDesertView,5/31/2015,AZ,36.0244,-111.8554,1,6,151
Adelpha bredowii,GrandCanyonSouthRim,6/14/2015,AZ,35.989,-112.1221,4,6,165
Adelpha bredowii,GuadalupeCanyonAZNM,8/4/1986,AZ,31.33,-109.07,1,10,216
Adelpha bredowii,PatagoniaAZ,8/23/1986,AZ,31.5072,-110.6908,9,54,235
Adelpha bredowii,PatagoniaAZ,8/15/1987,AZ,31.5072,-110.6908,8,54,227
Adelpha bredowii,PatagoniaAZ,8/6/1988,AZ,31.5072,-110.6908,20,52,219
Adelpha bredowii,PatagoniaAZ,8/13/1989,AZ,31.5072,-110.6908,9,65,225
Adelpha bredowii,PatagoniaAZ,8/11/1990,AZ,31.5072,-110.6908,6,37,223
Adelpha bredowii,PatagoniaAZ,8/6/1991,AZ,31.5072,-110.6908,28,61,218
Adelpha bredowii,PatagoniaAZ,8/9/1992,AZ,31.5072,-110.6908,18,56.5,222
Adelpha bredowii,PatagoniaAZ,8/7/1993,AZ,31.5072,-110.6908,43,55,219
Adelpha bredowii,PatagoniaAZ,8/6/1994,AZ,31.5072,-110.6908,2,75,218
Adelpha bredowii,PatagoniaAZ,8/13/1995,AZ,31.5072,-110.6908,12,60,225
Adelpha bredowii,PatagoniaAZ,8/9/1997,AZ,31.5072,-110.6908,4,51,221
Adelpha bredowii,PatagoniaAZ,8/8/1998,AZ,31.5072,-110.6908,98,66.5,220
Adelpha bredowii,PatagoniaAZ,8/9/1999,AZ,31.5072,-110.6908,3,72.5,221
Adelpha bredowii,PatagoniaAZ,8/12/2000,AZ,31.5072,-110.6908,49,64,225
Adelpha bredowii,PatagoniaAZ,8/11/2001,AZ,31.5072,-110.6908,23,75,223
Adelpha bredowii,PatagoniaAZ,8/10/2002,AZ,31.5072,-110.6908,6,47.5,222
Adelpha bredowii,PatagoniaAZ,8/9/2003,AZ,31.5072,-110.6908,21,43.5,221
Adelpha bredowii,PatagoniaAZ,8/7/2004,AZ,31.5072,-110.6908,15,38,220
Adelpha bredowii,PatagoniaAZ,8/6/2005,AZ,31.5072,-110.6908,9,61.5,218
Adelpha bredowii,PatagoniaAZ,8/5/2006,AZ,31.5072,-110.6908,1,35,217
Adelpha bredowii,PatagoniaAZ,8/18/2007,AZ,31.5072,-110.6908,4,58,230
Adelpha bredowii,PatagoniaAZ,8/9/2008,AZ,31.5072,-110.6908,3,56,222
Adelpha bredowii,PatagoniaAZ,8/8/2009,AZ,31.5072,-110.6908,3,71,220
Adelpha bredowii,PatagoniaAZ,8/7/2010,AZ,31.5072,-110.6908,22,82,219
Adelpha bredowii,PatagoniaAZ,8/6/2011,AZ,31.5072,-110.6908,1,79,218
Adelpha bredowii,PatagoniaAZ,8/11/2012,AZ,31.5072,-110.6908,27,62,224
Adelpha bredowii,PatagoniaAZ,8/10/2013,AZ,31.5072,-110.6908,14,73,222
Adelpha bredowii,PatagoniaAZ,8/11/2015,AZ,31.5073,-110.7331,10,81,223
Adelpha bredowii,PatagoniaAZ,8/8/2016,AZ,31.5073,-110.7331,2,45.5,221
Adelpha bredowii,PatagoniaAZ,8/7/2017,AZ,31.5073,-110.7331,3,54,219
Adelpha bredowii,PatagoniaAZ,8/12/2018,AZ,31.5073,-110.7331,16,62.5,224
Adelpha bredowii,PortalAZ,8/28/1999,AZ,31.85,-109.1667,41,62,240
Adelpha bredowii,PortalAZ,7/29/2000,AZ,31.85,-109.1667,10,45,211
Adelpha bredowii,PortalAZ,7/28/2001,AZ,31.85,-109.1667,23,28.5,209
Adelpha bredowii,PortalAZ,7/27/2002,AZ,31.85,-109.1667,2,25,208
Adelpha bredowii,PortalAZ,7/26/2003,AZ,31.85,-109.1667,27,16,207
Adelpha bredowii,PortalAZ,8/14/2004,AZ,31.85,-109.1667,6,33.5,227
Adelpha bredowii,PortalAZ,8/13/2005,AZ,31.85,-109.1667,25,32,225
Adelpha bredowii,PortalAZ,7/25/2009,AZ,31.85,-109.1667,14,20,206
Adelpha bredowii,PortalAZ,7/28/2012,AZ,31.85,-109.1667,19,18,210
Adelpha bredowii,PortalAZ,7/27/2013,AZ,31.85,-109.1667,1,22.5,208
Adelpha bredowii,PortalAZ,7/26/2014,AZ,31.85,-109.1667,15,17,207
Adelpha bredowii,PortalAZ,8/2/2015,AZ,33.85,-109.1667,13,15.5,214
Adelpha bredowii,PortalAZ,7/23/2016,AZ,31.85,-109.1667,7,20,205
Adelpha bredowii,PortalAZ,7/23/2017,AZ,31.85,-109.1667,1,20,204
Adelpha bredowii,PortalAZ,7/27/2018,AZ,31.85,-109.1667,3,26.5,208
Adelpha bredowii,RamseyCanyonAZ,7/15/1979,AZ,31.424,-110.2238,34,32,196
Adelpha bredowii,RamseyCanyonAZ,7/13/1980,AZ,31.424,-110.2238,4,17,195
Adelpha bredowii,RamseyCanyonAZ,7/19/1981,AZ,31.424,-110.2238,22,27,200
Adelpha bredowii,RamseyCanyonAZ,6/24/1982,AZ,31.424,-110.2238,46,33,175
Adelpha bredowii,RamseyCanyonAZ,8/6/1983,AZ,31.424,-110.2238,77,56,218
Adelpha bredowii,RamseyCanyonAZ,8/11/1984,AZ,31.424,-110.2238,6,58.5,224
Adelpha bredowii,RamseyCanyonAZ,8/10/1985,AZ,31.424,-110.2238,45,52,222
Adelpha bredowii,RamseyCanyonAZ,8/16/1986,AZ,31.424,-110.2238,250,52,228
Adelpha bredowii,RamseyCanyonAZ,8/9/1987,AZ,31.424,-110.2238,35,69,221
Adelpha bredowii,RamseyCanyonAZ,7/30/1988,AZ,31.424,-110.2238,8,28,212
Adelpha bredowii,RamseyCanyonAZ,8/6/1989,AZ,31.424,-110.2238,30,61,218
Adelpha bredowii,RamseyCanyonAZ,8/4/1990,AZ,31.424,-110.2238,32,55,216
Adelpha bredowii,RamseyCanyonAZ,7/30/1991,AZ,31.424,-110.2238,22,61.5,211
Adelpha bredowii,RamseyCanyonAZ,8/2/1992,AZ,31.424,-110.2238,14,55,215
Adelpha bredowii,RamseyCanyonAZ,7/31/1993,AZ,31.424,-110.2238,101,45.5,212
Adelpha bredowii,RamseyCanyonAZ,7/30/1994,AZ,31.424,-110.2238,10,44,211
Adelpha bredowii,RamseyCanyonAZ,8/6/1995,AZ,31.424,-110.2238,172,70,218
Adelpha bredowii,RamseyCanyonAZ,8/5/1996,AZ,31.424,-110.2238,51,67.5,218
Adelpha bredowii,RamseyCanyonAZ,8/2/1997,AZ,31.424,-110.2238,44,58,214
Adelpha bredowii,RamseyCanyonAZ,8/1/1998,AZ,31.424,-110.2238,26,56.5,213
Adelpha bredowii,RamseyCanyonAZ,8/3/1999,AZ,31.424,-110.2238,5,76,215
Adelpha bredowii,RamseyCanyonAZ,8/5/2000,AZ,31.424,-110.2238,105,56,218
Adelpha bredowii,RamseyCanyonAZ,8/4/2001,AZ,31.424,-110.2238,185,63,216
Adelpha bredowii,RamseyCanyonAZ,8/3/2002,AZ,31.424,-110.2238,5,52,215
Adelpha bredowii,RamseyCanyonAZ,8/2/2003,AZ,31.424,-110.2238,7,47,214
Adelpha bredowii,RamseyCanyonAZ,7/31/2004,AZ,31.424,-110.2238,177,43.5,213
Adelpha bredowii,RamseyCanyonAZ,7/31/2005,AZ,31.424,-110.2238,27,54.5,212
Adelpha bredowii,RamseyCanyonAZ,7/29/2006,AZ,31.424,-110.2238,1,49,210
Adelpha bredowii,RamseyCanyonAZ,8/11/2007,AZ,31.424,-110.2238,55,50,223
Adelpha bredowii,RamseyCanyonAZ,8/2/2008,AZ,31.424,-110.2238,21,54,215
Adelpha bredowii,RamseyCanyonAZ,8/1/2009,AZ,31.424,-110.2238,99,45,213
Adelpha bredowii,RamseyCanyonAZ,7/31/2010,AZ,31.424,-110.2238,4,50,212
Adelpha bredowii,RamseyCanyonAZ,7/30/2011,AZ,31.424,-110.2238,3,46.5,211
Adelpha bredowii,RamseyCanyonAZ,8/4/2012,AZ,31.424,-110.2238,23,56,217
Adelpha bredowii,RamseyCanyonAZ,8/3/2013,AZ,31.424,-110.2238,47,82,215
Adelpha bredowii,RamseyCanyonAZ,8/2/2014,AZ,31.424,-110.2238,1,45.5,214
Adelpha bredowii,RamseyCanyonAZ,8/6/2015,AZ,31.424,-110.2238,87,53,218
Adelpha bredowii,RamseyCanyonAZ,8/1/2016,AZ,31.424,-110.2238,4,41.5,214
Adelpha bredowii,RamseyCanyonAZ,8/1/2017,AZ,31.424,-110.2238,6,44,213
Adelpha bredowii,RamseyCanyonAZ,8/6/2018,AZ,31.424,-110.2238,67,59.5,218
Adelpha bredowii,SabinoCanyonAZ,7/30/1993,AZ,32.3656,-110.7774,4,5,211
Adelpha bredowii,SabinoCanyonAZ,7/22/1994,AZ,32.3656,-110.7774,23,24,203
Adelpha bredowii,SabinoCanyonAZ,7/29/1995,AZ,32.3656,-110.7774,1,18,210
Adelpha bredowii,SabinoCanyonAZ,7/26/1997,AZ,32.3656,-110.7774,1,19,207
Adelpha bredowii,SabinoCanyonAZ,7/18/2001,AZ,32.3656,-110.7774,5,23,199
Adelpha bredowii,SabinoCanyonAZ,7/19/2008,AZ,32.3656,-110.7774,6,14,201
Adelpha bredowii,SabinoCanyonAZ,7/17/2010,AZ,32.3656,-110.7774,4,32,198
Adelpha bredowii,SabinoCanyonAZ,7/16/2011,AZ,32.3656,-110.7774,1,26.5,197
Adelpha bredowii,SabinoCanyonAZ,7/20/2013,AZ,32.3656,-110.7774,2,31.5,201
Adelpha bredowii,SabinoCanyonAZ,7/16/2016,AZ,32.3656,-110.7774,1,45.5,198
Adelpha bredowii,SabinoCanyonAZ,7/15/2017,AZ,32.3656,-110.7774,1,38.5,196
Adelpha bredowii,SabinoCanyonAZ,7/31/2018,AZ,32.3656,-110.7774,4,33.5,212
Adelpha bredowii,SantaRitaMountains,7/29/2012,AZ,31.7268,-110.8807,4,18.5,211
Adelpha bredowii,SantaRitaMountains,7/28/2013,AZ,31.7268,-110.8807,10,26.5,209
Adelpha bredowii,SantaRitaMountains,7/27/2014,AZ,31.7268,-110.8807,10,27,208
Adelpha bredowii,SantaRitaMountains,7/26/2015,AZ,31.7268,-110.8723,17,43,207
Adelpha bredowii,SantaRitaMountains,7/31/2016,AZ,31.7268,-110.8723,11,40.5,213
Adelpha bredowii,SantaRitaMountains,7/26/2017,AZ,31.7268,-110.8723,8,38,207
Adelpha bredowii,SantaRitaMountains,7/29/2018,AZ,31.7268,-110.8723,17,41.5,210
Adelpha bredowii,SpringervilleAZ,7/15/1980,AZ,34.08,-109.32,3,9,197
Adelpha bredowii,SycamoreCreekAZ,7/28/2004,AZ,33.8,-111.48,10,5.3,210
Adopaeoides prittwitzi,PatagoniaAZ,8/13/1989,AZ,31.5072,-110.6908,1,65,225
Agathymus aryxna,BoyceThompsonArboretum,9/12/2009,AZ,33.295,-111.0946,6,9.5,255
Agathymus aryxna,BoyceThompsonArboretum,9/10/2011,AZ,33.295,-111.0946,1,25,253
Agathymus aryxna,BoyceThompsonArboretum,9/15/2012,AZ,33.295,-111.0946,1,14,259
Agathymus aryxna,BoyceThompsonArboretum,9/10/2016,AZ,33.295,-111.0946,4,7,254
Agathymus aryxna,BoyceThompsonArboretum,9/9/2017,AZ,33.295,-111.0946,1,12,252
Agathymus aryxna,McDowellSonoranPreserve,10/3/2015,AZ,33.7041,-111.7791,1,14.5,276
Agraulis vanillae,AtascosaHighlandsAZ,7/19/1980,AZ,31.48,-111.16,3,26,201
Agraulis vanillae,AtascosaHighlandsAZ,7/30/1983,AZ,31.48,-111.16,10,26,211
Agraulis vanillae,AtascosaHighlandsAZ,8/5/1984,AZ,31.48,-111.16,35,41,218
Agraulis vanillae,AtascosaHighlandsAZ,8/17/1985,AZ,31.48,-111.16,10,22,229
Agraulis vanillae,AtascosaHighlandsAZ,8/30/1986,AZ,31.48,-111.16,36,35,242
Agraulis vanillae,AtascosaHighlandsAZ,8/22/1987,AZ,31.48,-111.16,4,35,234
Agraulis vanillae,AtascosaHighlandsAZ,8/13/1988,AZ,31.48,-111.16,15,33.5,226
Agraulis vanillae,AtascosaHighlandsAZ,8/20/1989,AZ,31.48,-111.16,10,56,232
Agraulis vanillae,AtascosaHighlandsAZ,8/18/1990,AZ,31.48,-111.16,130,50,230
Agraulis vanillae,AtascosaHighlandsAZ,8/16/1992,AZ,31.48,-111.16,92,62,229
Agraulis vanillae,AtascosaHighlandsAZ,8/14/1993,AZ,31.48,-111.16,24,45,226
Agraulis vanillae,AtascosaHighlandsAZ,8/13/1994,AZ,31.48,-111.16,23,28,225
Agraulis vanillae,AtascosaHighlandsAZ,8/20/1995,AZ,31.48,-111.16,9,51,232
Agraulis vanillae,AtascosaHighlandsAZ,8/18/1996,AZ,31.48,-111.16,4,42,231
Agraulis vanillae,AtascosaHighlandsAZ,8/16/1997,AZ,31.48,-111.16,19,49,228
Agraulis vanillae,AtascosaHighlandsAZ,8/15/1998,AZ,31.48,-111.16,78,53.5,227
Agraulis vanillae,AtascosaHighlandsAZ,8/14/1999,AZ,31.48,-111.16,25,64,226
Agraulis vanillae,AtascosaHighlandsAZ,8/19/2000,AZ,31.48,-111.16,51,65,232
Agraulis vanillae,AtascosaHighlandsAZ,8/18/2001,AZ,31.48,-111.16,38,56,230
Agraulis vanillae,BoyceThompsonArboretum,8/11/2007,AZ,33.295,-111.0946,1,15,223
Agraulis vanillae,BoyceThompsonArboretum,9/11/2010,AZ,33.295,-111.0946,2,12,254
Agraulis vanillae,BoyceThompsonArboretum,9/7/2013,AZ,33.295,-111.0946,2,16,250
Agraulis vanillae,GuadalupeCanyonAZNM,8/4/1986,AZ,31.33,-109.07,1,10,216
Agraulis vanillae,PatagoniaAZ,8/23/1986,AZ,31.5072,-110.6908,11,54,235
Agraulis vanillae,PatagoniaAZ,8/15/1987,AZ,31.5072,-110.6908,5,54,227
Agraulis vanillae,PatagoniaAZ,8/13/1989,AZ,31.5072,-110.6908,3,65,225
Agraulis vanillae,PatagoniaAZ,8/11/1990,AZ,31.5072,-110.6908,1,37,223
Agraulis vanillae,PatagoniaAZ,8/6/1991,AZ,31.5072,-110.6908,2,61,218
Agraulis vanillae,PatagoniaAZ,8/9/1992,AZ,31.5072,-110.6908,3,56.5,222
Agraulis vanillae,PatagoniaAZ,8/7/1993,AZ,31.5072,-110.6908,5,55,219
Agraulis vanillae,PatagoniaAZ,8/6/1994,AZ,31.5072,-110.6908,2,75,218
Agraulis vanillae,PatagoniaAZ,8/13/1995,AZ,31.5072,-110.6908,3,60,225
Agraulis vanillae,PatagoniaAZ,8/11/1996,AZ,31.5072,-110.6908,3,40,224
Agraulis vanillae,PatagoniaAZ,8/9/1997,AZ,31.5072,-110.6908,6,51,221
Agraulis vanillae,PatagoniaAZ,8/8/1998,AZ,31.5072,-110.6908,13,66.5,220
Agraulis vanillae,PatagoniaAZ,8/9/1999,AZ,31.5072,-110.6908,1,72.5,221
Agraulis vanillae,PatagoniaAZ,8/12/2000,AZ,31.5072,-110.6908,25,64,225
Agraulis vanillae,PatagoniaAZ,8/11/2001,AZ,31.5072,-110.6908,21,75,223
Agraulis vanillae,PatagoniaAZ,8/10/2002,AZ,31.5072,-110.6908,6,47.5,222
Agraulis vanillae,PatagoniaAZ,8/9/2003,AZ,31.5072,-110.6908,9,43.5,221
Agraulis vanillae,PatagoniaAZ,8/7/2004,AZ,31.5072,-110.6908,7,38,220
Agraulis vanillae,PatagoniaAZ,8/6/2005,AZ,31.5072,-110.6908,3,61.5,218
Agraulis vanillae,PatagoniaAZ,8/5/2006,AZ,31.5072,-110.6908,4,35,217
Agraulis vanillae,PatagoniaAZ,8/18/2007,AZ,31.5072,-110.6908,26,58,230
Agraulis vanillae,PatagoniaAZ,8/9/2008,AZ,31.5072,-110.6908,20,56,222
Agraulis vanillae,PatagoniaAZ,8/8/2009,AZ,31.5072,-110.6908,19,71,220
Agraulis vanillae,PatagoniaAZ,8/7/2010,AZ,31.5072,-110.6908,21,82,219
Agraulis vanillae,PatagoniaAZ,8/6/2011,AZ,31.5072,-110.6908,10,79,218
Agraulis vanillae,PatagoniaAZ,8/11/2012,AZ,31.5072,-110.6908,30,62,224
Agraulis vanillae,PatagoniaAZ,8/10/2013,AZ,31.5072,-110.6908,10,73,222
Agraulis vanillae,PatagoniaAZ,8/9/2014,AZ,31.5072,-110.6908,6,80,221
Agraulis vanillae,PatagoniaAZ,8/11/2015,AZ,31.5073,-110.7331,10,81,223
Agraulis vanillae,PatagoniaAZ,8/8/2016,AZ,31.5073,-110.7331,11,45.5,221
Agraulis vanillae,PatagoniaAZ,8/7/2017,AZ,31.5073,-110.7331,12,54,219
Agraulis vanillae,PatagoniaAZ,8/12/2018,AZ,31.5073,-110.7331,14,62.5,224
Agraulis vanillae,PortalAZ,8/28/1999,AZ,31.85,-109.1667,5,62,240
Agraulis vanillae,PortalAZ,7/29/2000,AZ,31.85,-109.1667,2,45,211
Agraulis vanillae,PortalAZ,7/26/2003,AZ,31.85,-109.1667,2,16,207
Agraulis vanillae,PortalAZ,7/28/2012,AZ,31.85,-109.1667,31,18,210
Agraulis vanillae,PortalAZ,7/26/2014,AZ,31.85,-109.1667,6,17,207
Agraulis vanillae,RamseyCanyonAZ,7/15/1979,AZ,31.424,-110.2238,1,32,196
