Site,Date,State,Country,Latitude,Longitude,EnglishName,LatinName,OrigBflyName,ButterflyCount,ObserverCount,HoursObserved
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Slaty Roadside-Skipper,Amblyscirtes nereus,Amblyscirtes nereus,8,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Nysa Roadside-Skipper,Amblyscirtes nysa,Amblyscirtes nysa,23,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Oslar's Roadside-Skipper,Amblyscirtes oslari,Amblyscirtes oslari,7,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Palmer's Metalmark,Apodemia palmeri,Apodemia palmerii,1,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Tawny Emperor,Asterocampa clyton,Asterocampa clyton,3,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Sachem,Atalopedes campestris,Atalopedes campestris,2,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Moon-marked Skipper,Atrytonopsis lunus,Atrytonopsis lunus,1,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Golden Banded-Skipper,Autochton cellus,Autochton cellus,32,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Pipevine Swallowtail,Battus philenor,Battus philenor,53,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Western Pygmy-Blue,Brephidium exile,Brephidium exile,6,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Arizona Metalmark,Calephelis arizonensis,Calephelis arizonensis,3,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Fatal Metalmark,Calephelis nemesis,Calephelis nemesis,13,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,'Siva' Juniper Hairstreak,Callophrys gryneus siva,Mitoura siva,2,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Spring Azure,Celastrina ladon,Celastrina ladon,51,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Common Streaky-Skipper,Celotes nessus,Celotes nessus,1,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Bordered Patch,Chlosyne lacinia,Chlosyne lacinia,94,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Gold-costa Skipper,Cogia caicus,Cogia caicus,49,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Acacia Skipper,Cogia hippalus,Cogia hippalus,19,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Orange Sulphur,Colias eurytheme,Colias eurytheme,15,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Orange Skipperling,Copaeodes aurantiacus,Copaeodes aurantiacus,12,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,'Henshaw's' Nabokov's Satyr,Cyllopsis pyracmon henshawi,Cyllopsis henshawi,1,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Queen,Danaus gilippus,Danaus gilippus,18,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Monarch,Danaus plexippus,Danaus plexippus,11,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Ares Metalmark,Emesis ares,Emesis ares,1,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Zela Metalmark,Emesis zela,Emesis zela,9,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Juvenal's Duskywing,Erynnis juvenalis,Erynnis juvenalis,13,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Pacuvius Duskywing,Erynnis pacuvius,Erynnis pacuvius,18,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Scudder's Duskywing,Erynnis scudderi,Erynnis scudderi,2,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Mournful Duskywing,Erynnis tristis,Erynnis tristis,10,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Variegated Fritillary,Euptoieta claudia,Euptoieta claudia,11,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Sleepy Orange,Eurema nicippe,Eurema nicippe,4,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Tailed Orange,Eurema proterpia,Eurema proterpia,6,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Western Tailed-Blue,Everes amyntula,Everes amyntula,7,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Ceraunus Blue,Hemiargus ceraunus,Hemiargus ceraunus,16,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Reakirt's Blue,Hemiargus isola,Hemiargus isolus,14,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Common Branded Skipper,Hesperia comma,Hesperia comma,2,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Fiery Skipper,Hylephila phyleus,Hylephila phyleus,2,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Common Buckeye,Junonia coenia,Junonia coenia,5,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Lyside Sulphur,Kricogonia lyside,Kricogonia lyside,6,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Marine Blue,Leptotes marina,Leptotes marinus,16,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Eufala Skipper,Lerodea eufala,Lerodea eufala,6,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Viceroy,Limenitis archippus,Limenitis archippus,6,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Red-spotted Purple,Limenitis arthemis astyanax,Limenitis arthemis (arizonensis),14,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Red Satyr,Megisto rubricata,Megisto rubricata,24,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Leda Ministreak,Ministrymon leda,Ministrymon leda,2,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Dainty Sulphur,Nathalis iole,Nathalis iole,9,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Mourning Cloak,Nymphalis antiopa,Nymphalis antiopa,15,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Edwards' Skipperling,Oarisma edwardsii,Oarisma edwardsii,4,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Two-tailed Swallowtail,Papilio multicaudata,Papilio multicaudatus,40,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Black Swallowtail,Papilio polyxenes,Papilio polyxenes,4,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Snow's Skipper,Paratrytone snowi,Ochlodes snowi,2,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Cloudless Sulphur,Phoebis sennae,Phoebis sennae,90,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Common Sootywing,Pholisora catullus,Pholisora catullus,26,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Mylitta Crescent,Phyciodes mylitta,Phyciodes mylitta,6,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Pearl Crescent,Phyciodes tharos,Phyciodes tharos (type A),1,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Cabbage White,Pieris rapae,Pieris rapae,5,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Four-spotted Skipperling,Piruna polingi,Piruna polingii,49,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Taxiles Skipper,Poanes taxiles,Poanes taxiles,56,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Satyr Comma,Polygonia satyrus,Polygonia satyrus,1,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Checkered White,Pontia protodice,Pontia protodice,24,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,White Checkered-Skipper,Pyrgus albescens,Pyrgus communis (albescens),5,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Desert Checkered-Skipper,Pyrgus philetas,Pyrgus philetas,3,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Dull Firetip,Pyrrhopyge araxes,Pyrrhopyge araxes,2,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Golden-headed Scallopwing,Staphylus ceos,Staphylus ceos,5,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Gray Hairstreak,Strymon melinus,Strymon melinus,1,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Elada Checkerspot,Texola elada,Texola elada,1,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Drusius Cloudywing,Thorybes drusius,Thorybes drusius,8,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Northern Cloudywing,Thorybes pylades,Thorybes pylades,67,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Painted Lady,Vanessa cardui,Vanessa cardui,28,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,American Lady,Vanessa virginiensis,Vanessa virginiensis,5,6,61
RamseyCanyonAZ,8/6/1989,AZ,USA,31.424,-110.2238,Short-tailed Skipper,Zestusa dorus,Zestusa dorus,1,6,61
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Desert Cloudywing,Achalarus casica,Achalarus casica,1,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,California Sister,Adelpha bredowii,Adelpha bredowii,32,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Bronze Roadside-Skipper,Amblyscirtes aenus,Amblyscirtes aenus,26,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Cassus Roadside-Skipper,Amblyscirtes cassus,Amblyscirtes cassus,19,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Dotted Roadside-Skipper,Amblyscirtes eos,Amblyscirtes eos,1,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Large Roadside-Skipper,Amblyscirtes exoteria,Amblyscirtes exoteria,6,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Orange-edged Roadside-Skipper,Amblyscirtes fimbriata,Amblyscirtes fimbriata,10,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Slaty Roadside-Skipper,Amblyscirtes nereus,Amblyscirtes nereus,3,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Nysa Roadside-Skipper,Amblyscirtes nysa,Amblyscirtes nysa,23,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Oslar's Roadside-Skipper,Amblyscirtes oslari,Amblyscirtes oslari,5,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,White Angled-Sulphur,Anteos clorinde,Anteos clorinde,1,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Hackberry Emperor,Asterocampa celtis,Asterocampa celtis,1,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Great Purple Hairstreak,Atlides halesus,Atlides halesus,1,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Moon-marked Skipper,Atrytonopsis lunus,Atrytonopsis lunus,13,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Golden Banded-Skipper,Autochton cellus,Autochton cellus,32,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Pipevine Swallowtail,Battus philenor,Battus philenor,30,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Western Pygmy-Blue,Brephidium exile,Brephidium exile,32,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Arizona Metalmark,Calephelis arizonensis,Calephelis arizonensis,2,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Fatal Metalmark,Calephelis nemesis,Calephelis nemesis,1,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,'Siva' Juniper Hairstreak,Callophrys gryneus siva,Mitoura siva,6,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Spring Azure,Celastrina ladon,Celastrina ladon,694,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Black Checkerspot,Chlosyne cyneas,Thessalia cyneas,10,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Bordered Patch,Chlosyne lacinia,Chlosyne lacinia,220,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Theona Checkerspot,Chlosyne theona,Thessalia theona,57,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Arizona Skipper,Codatractus arizonensis,Codatractus arizonensis,3,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Gold-costa Skipper,Cogia caicus,Cogia caicus,126,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Acacia Skipper,Cogia hippalus,Cogia hippalus,10,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Southern Dogface,Colias cesonia,Colias cesonia,128,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Orange Sulphur,Colias eurytheme,Colias eurytheme,46,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Orange Skipperling,Copaeodes aurantiacus,Copaeodes aurantiacus,13,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Canyonland Satyr,Cyllopsis pertepida,Cyllopsis pertepida,7,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Nabokov's Satyr,Cyllopsis pyracmon,Cyllopsis pyracmon,1,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,'Henshaw's' Nabokov's Satyr,Cyllopsis pyracmon henshawi,Cyllopsis henshawi,3,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Queen,Danaus gilippus,Danaus gilippus,49,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Monarch,Danaus plexippus,Danaus plexippus,11,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Tiny Checkerspot,Dymasia dymas,Dymasia dymas,4,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Zela Metalmark,Emesis zela,Emesis zela,19,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Silver-spotted Skipper,Epargyreus clarus,Epargyreus clarus,3,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Arizona Hairstreak,Erora quaderna,Erora quaderna,3,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Funereal Duskywing,Erynnis funeralis,Erynnis funeralis,5,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Juvenal's Duskywing,Erynnis juvenalis,Erynnis juvenalis,6,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Pacuvius Duskywing,Erynnis pacuvius,Erynnis pacuvius,4,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Scudder's Duskywing,Erynnis scudderi,Erynnis scudderi,5,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Mournful Duskywing,Erynnis tristis,Erynnis tristis,14,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Variegated Fritillary,Euptoieta claudia,Euptoieta claudia,80,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Mexican Yellow,Eurema mexicana,Eurema mexicanum,82,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Sleepy Orange,Eurema nicippe,Eurema nicippe,22,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Tailed Orange,Eurema proterpia,Eurema proterpia,8,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Ceraunus Blue,Hemiargus ceraunus,Hemiargus ceraunus,15,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Reakirt's Blue,Hemiargus isola,Hemiargus isolus,56,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Common Branded Skipper,Hesperia comma,Hesperia comma (harpalus),24,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Pahaska Skipper,Hesperia pahaska,Hesperia pahaska,14,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Fiery Skipper,Hylephila phyleus,Hylephila phyleus,1,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Common Buckeye,Junonia coenia,Junonia coenia,2,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Lyside Sulphur,Kricogonia lyside,Kricogonia lyside,1,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Marine Blue,Leptotes marina,Leptotes marina,161,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,American Snout,Libytheana carinenta,Libytheana bachmanii,1,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Viceroy,Limenitis archippus,Limenitis archippus,2,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Red-spotted Purple,Limenitis arthemis astyanax,Limenitis arthemis (arizonensis),13,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Red Satyr,Megisto rubricata,Megisto rubricata,48,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Leda Ministreak,Ministrymon leda,Ministrymon leda,5,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Dainty Sulphur,Nathalis iole,Nathalis iole,15,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Chiricahua White,Neophasia terlootii,Neophasia terlootii,1,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Mourning Cloak,Nymphalis antiopa,Nymphalis antiopa,4,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Edwards' Skipperling,Oarisma edwardsii,Oarisma edwardsii,5,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Giant Swallowtail,Papilio cresphontes,Papilio cresphontes,4,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Two-tailed Swallowtail,Papilio multicaudata,Papilio multicaudatus,66,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Black Swallowtail,Papilio polyxenes,Papilio polyxenes,3,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Snow's Skipper,Paratrytone snowi,Ochlodes snowi,12,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Large Orange Sulphur,Phoebis agarithe,Phoebis agarithe,6,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Cloudless Sulphur,Phoebis sennae,Phoebis sennae,161,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Common Sootywing,Pholisora catullus,Pholisora catullus,4,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Mylitta Crescent,Phyciodes mylitta,Phyciodes mylitta,36,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Four-spotted Skipperling,Piruna polingi,Piruna polingii,92,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Taxiles Skipper,Poanes taxiles,Poanes taxiles,111,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Satyr Comma,Polygonia satyrus,Polygonia satyrus,4,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Checkered White,Pontia protodice,Pontia protodice,16,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,White Checkered-Skipper,Pyrgus albescens,Pyrgus communis (albescens),15,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Desert Checkered-Skipper,Pyrgus philetas,Pyrgus philetas,3,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Dull Firetip,Pyrrhopyge araxes,Pyrrhopyge araxes,2,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Golden-headed Scallopwing,Staphylus ceos,Staphylus ceos,4,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Gray Hairstreak,Strymon melinus,Strymon melinus,24,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Arizona Powdered-Skipper,Systasea zampa,Systasea zampa,1,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Elada Checkerspot,Texola elada,Texola elada,2,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Drusius Cloudywing,Thorybes drusius,Thorybes drusius,5,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Northern Cloudywing,Thorybes pylades,Thorybes pylades,242,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Dorantes Longtail,Urbanus dorantes,Urbanus dorantes,15,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,West Coast Lady,Vanessa annabella,Vanessa annabella,1,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,Painted Lady,Vanessa cardui,Vanessa cardui,14,5,55
RamseyCanyonAZ,8/4/1990,AZ,USA,31.424,-110.2238,American Lady,Vanessa virginiensis,Vanessa virginiensis,4,5,55
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,Desert Cloudywing,Achalarus casica,Achalarus casica,1,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,California Sister,Adelpha bredowii,Adelpha bredowii,22,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,Bronze Roadside-Skipper,Amblyscirtes aenus,Amblyscirtes aenus,51,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,Cassus Roadside-Skipper,Amblyscirtes cassus,Amblyscirtes cassus,79,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,Dotted Roadside-Skipper,Amblyscirtes eos,Amblyscirtes eos,5,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,Large Roadside-Skipper,Amblyscirtes exoteria,Amblyscirtes exoteria,75,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,Orange-edged Roadside-Skipper,Amblyscirtes fimbriata,Amblyscirtes fimbriata,37,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,Slaty Roadside-Skipper,Amblyscirtes nereus,Amblyscirtes nereus,26,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,Nysa Roadside-Skipper,Amblyscirtes nysa,Amblyscirtes nysa,48,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,Oslar's Roadside-Skipper,Amblyscirtes oslari,Amblyscirtes oslari,2,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,White Angled-Sulphur,Anteos clorinde,Anteos clorinde,2,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,Nais Metalmark,Apodemia nais,Apodemia nais,1,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,Hackberry Emperor,Asterocampa celtis,Asterocampa celtis,1,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,Tawny Emperor,Asterocampa clyton,Asterocampa clyton,6,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,Sachem,Atalopedes campestris,Atalopedes campestris,1,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,Moon-marked Skipper,Atrytonopsis lunus,Atrytonopsis lunus,6,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,Golden Banded-Skipper,Autochton cellus,Autochton cellus,95,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,Pipevine Swallowtail,Battus philenor,Battus philenor,146,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,Western Pygmy-Blue,Brephidium exile,Brephidium exile,22,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,Arizona Metalmark,Calephelis arizonensis,Calephelis arizonensis,1,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,Fatal Metalmark,Calephelis nemesis,Calephelis nemesis,2,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,'Siva' Juniper Hairstreak,Callophrys gryneus siva,Mitoura siva,3,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,Spring Azure,Celastrina ladon,Celastrina ladon,82,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,White-striped Longtail,Chioides catillus,Chioides catillus,1,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,Bordered Patch,Chlosyne lacinia,Chlosyne lacinia,32,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,Theona Checkerspot,Chlosyne theona,Thessalia theona,10,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,Arizona Skipper,Codatractus arizonensis,Codatractus arizonensis,7,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,Gold-costa Skipper,Cogia caicus,Cogia caicus,127,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,Acacia Skipper,Cogia hippalus,Cogia hippalus,33,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,Southern Dogface,Colias cesonia,Colias cesonia,5,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,Orange Sulphur,Colias eurytheme,Colias eurytheme,75,8,61.5
RamseyCanyonAZ,7/30/1991,AZ,USA,31.424,-110.2238,Orange Skipperling,Copaeodes aurantiacus,Copaeodes aurantiacus,29,8,61.5
