Site,Date,State,Country,Latitude,Longitude,EnglishName,LatinName,OrigBflyName,ButterflyCount,ObserverCount,HoursObserved
GrandCanyonDesertView,5/31/2015,AZ,USA,36.0244,-111.8554,Sleepy Orange,Eurema nicippe,Sleepy Orange,5,1,6
GrandCanyonDesertView,5/31/2015,AZ,USA,36.0244,-111.8554,Silvery Blue,Glaucopsyche lygdamus,Silvery Blue,1,1,6
GrandCanyonDesertView,5/31/2015,AZ,USA,36.0244,-111.8554,Northern White-Skipper,Heliopetes ericetorum,Northern White-Skipper,4,1,6
GrandCanyonDesertView,5/31/2015,AZ,USA,36.0244,-111.8554,Reakirt's Blue,Hemiargus isola,Reakirt's Blue,10,1,6
GrandCanyonDesertView,5/31/2015,AZ,USA,36.0244,-111.8554,Common Buckeye,Junonia coenia,Common Buckeye,4,1,6
GrandCanyonDesertView,5/31/2015,AZ,USA,36.0244,-111.8554,Tropical Buckeye,Junonia genoveva,Tropical Buckeye,1,1,6
GrandCanyonDesertView,5/31/2015,AZ,USA,36.0244,-111.8554,American Snout,Libytheana carinenta,American Snout,2,1,6
GrandCanyonDesertView,5/31/2015,AZ,USA,36.0244,-111.8554,Strecker's Giant-Skipper,Megathymus streckeri,Strecker's Giant-Skipper,1,1,6
GrandCanyonDesertView,5/31/2015,AZ,USA,36.0244,-111.8554,Leda Ministreak,Ministrymon leda,Leda Ministreak,3,1,6
GrandCanyonDesertView,5/31/2015,AZ,USA,36.0244,-111.8554,Dainty Sulphur,Nathalis iole,Dainty Sulphur,31,1,6
GrandCanyonDesertView,5/31/2015,AZ,USA,36.0244,-111.8554,Cloudless Sulphur,Phoebis sennae,Cloudless Sulphur,1,1,6
GrandCanyonDesertView,5/31/2015,AZ,USA,36.0244,-111.8554,Acmon Blue,Plebejus acmon,Acmon Blue,2,1,6
GrandCanyonDesertView,5/31/2015,AZ,USA,36.0244,-111.8554,Draco Skipper,Polites draco,Draco Skipper,1,1,6
GrandCanyonDesertView,5/31/2015,AZ,USA,36.0244,-111.8554,Satyr Comma,Polygonia satyrus,Satyr Comma,1,1,6
GrandCanyonDesertView,5/31/2015,AZ,USA,36.0244,-111.8554,Checkered White,Pontia protodice,Checkered White,5,1,6
GrandCanyonDesertView,5/31/2015,AZ,USA,36.0244,-111.8554,Common/White Checkered-Skipper,Pyrgus,Common/White Checkered-Skipper,7,1,6
GrandCanyonDesertView,5/31/2015,AZ,USA,36.0244,-111.8554,Small Checkered-Skipper,Pyrgus scriptura,Small Checkered-Skipper,1,1,6
GrandCanyonDesertView,5/31/2015,AZ,USA,36.0244,-111.8554,Gray Hairstreak,Strymon melinus,Gray Hairstreak,2,1,6
GrandCanyonDesertView,5/31/2015,AZ,USA,36.0244,-111.8554,Red Admiral,Vanessa atalanta,Red Admiral,1,1,6
GrandCanyonDesertView,5/31/2015,AZ,USA,36.0244,-111.8554,Painted Lady,Vanessa cardui,Painted Lady,2,1,6
GrandCanyonDesertView,5/31/2015,AZ,USA,36.0244,-111.8554,American Lady,Vanessa virginiensis,American Lady,2,1,6
GrandCanyonDesertView,5/31/2015,AZ,USA,36.0244,-111.8554,Short-tailed Skipper,Zestusa dorus,Short-tailed Skipper,1,1,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Arctic Blue,Agriades glandon,Arctic Blue,4,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,'Canyon' Bramble Hairstreak,Callophrys dumetorum apama,'Canyon' Bramble Hairstreak,4,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,'Siva' Juniper Hairstreak,Callophrys gryneus siva,'Siva' Juniper Hairstreak,1,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Spring Azure,Celastrina ladon,Spring Azure,1,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Mead's Wood-Nymph,Cercyonis meadii,Mead's Wood-Nymph,1,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Small Wood-Nymph,Cercyonis oetus,Small Wood-Nymph,1,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Great Basin Wood-Nymph,Cercyonis sthenele,Great Basin Wood-Nymph,1,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Orange Sulphur,Colias eurytheme,Orange Sulphur,11,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Orange Skipperling,Copaeodes aurantiacus,Orange Skipperling,3,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Queen,Danaus gilippus,Queen,1,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Silver-spotted Skipper,Epargyreus clarus,Silver-spotted Skipper,16,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Afranius Duskywing,Erynnis afranius,Afranius Duskywing,1,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Funereal Duskywing,Erynnis funeralis,Funereal Duskywing,3,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Dreamy Duskywing,Erynnis icelus,Dreamy Duskywing,1,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Meridian Duskywing,Erynnis meridianus,Meridian Duskywing,10,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Rocky Mountain Duskywing,Erynnis telemachus,Rocky Mountain Duskywing,1,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Spalding's Blue,Euphilotes spaldingi,Spalding's Blue,1,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Variegated Fritillary,Euptoieta claudia,Variegated Fritillary,8,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Sleepy Orange,Eurema nicippe,Sleepy Orange,4,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Silvery Blue,Glaucopsyche lygdamus,Silvery Blue,1,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Ceraunus Blue,Hemiargus ceraunus,Ceraunus Blue,1,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Reakirt's Blue,Hemiargus isola,Reakirt's Blue,3,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Common Buckeye,Junonia coenia,Common Buckeye,5,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Marine Blue,Leptotes marina,Marine Blue,1,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Red-spotted Admiral,Limenitis arthemis,Red-spotted Admiral,1,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Weidemeyer's Admiral,Limenitis weidemeyerii,Weidemeyer's Admiral,6,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Dainty Sulphur,Nathalis iole,Dainty Sulphur,1,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Mourning Cloak,Nymphalis antiopa,Mourning Cloak,6,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Garita Skipperling,Oarisma garita,Garita Skipperling,33,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Indra Swallowtail,Papilio indra,Indra Swallowtail,1,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Western Tiger Swallowtail,Papilio rutulus,Western Tiger Swallowtail,9,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Mylitta Crescent,Phyciodes mylitta,Mylitta Crescent,1,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Acmon Blue,Plebejus acmon,Acmon Blue,2,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Boisduval's Blue,Plebejus icarioides,Boisduval's Blue,10,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Greenish Blue,Plebejus saepiolus,Greenish Blue,2,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Taxiles Skipper,Poanes taxiles,Taxiles Skipper,8,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Arachne Checkerspot,Poladryas arachne,Arachne Checkerspot,3,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Checkered White,Pontia protodice,Checkered White,7,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Common/White Checkered-Skipper,Pyrgus,Common/White Checkered-Skipper,22,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,'Hesperis' Atlantis Fritillary,Speyeria atlantis hesperis,'Hesperis' Atlantis Fritillary,1,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Gray Hairstreak,Strymon melinus,Gray Hairstreak,2,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Arizona Powdered-Skipper,Systasea zampa,Arizona Powdered-Skipper,1,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Northern Cloudywing,Thorybes pylades,Northern Cloudywing,13,2,6
GrandCanyonNorthRim,7/5/2015,AZ,USA,36.1954,-112.0374,Painted Lady,Vanessa cardui,Painted Lady,2,2,6
GrandCanyonSouthRim,9/6/2014,AZ,USA,35.989,-112.1221,Mormon Metalmark,Apodemia mormo,Mormon Metalmark,3,7,26.5
GrandCanyonSouthRim,9/6/2014,AZ,USA,35.989,-112.1221,Mead's Wood-Nymph,Cercyonis meadii,Mead's Wood-Nymph,1,7,26.5
GrandCanyonSouthRim,9/6/2014,AZ,USA,35.989,-112.1221,Sagebrush Checkerspot,Chlosyne acastus,Sagebrush Checkerspot,1,7,26.5
GrandCanyonSouthRim,9/6/2014,AZ,USA,35.989,-112.1221,Orange Sulphur,Colias eurytheme,Orange Sulphur,30,7,26.5
GrandCanyonSouthRim,9/6/2014,AZ,USA,35.989,-112.1221,Canyonland Satyr,Cyllopsis pertepida,Canyonland Satyr,4,7,26.5
GrandCanyonSouthRim,9/6/2014,AZ,USA,35.989,-112.1221,Queen,Danaus gilippus,Queen,1,7,26.5
GrandCanyonSouthRim,9/6/2014,AZ,USA,35.989,-112.1221,Monarch,Danaus plexippus,Monarch,29,7,26.5
GrandCanyonSouthRim,9/6/2014,AZ,USA,35.989,-112.1221,Silver-spotted Skipper,Epargyreus clarus,Silver-spotted Skipper,3,7,26.5
GrandCanyonSouthRim,9/6/2014,AZ,USA,35.989,-112.1221,Variegated Fritillary,Euptoieta claudia,Variegated Fritillary,1,7,26.5
GrandCanyonSouthRim,9/6/2014,AZ,USA,35.989,-112.1221,Sleepy Orange,Eurema nicippe,Sleepy Orange,1,7,26.5
GrandCanyonSouthRim,9/6/2014,AZ,USA,35.989,-112.1221,Two-tailed Swallowtail,Papilio multicaudata,Two-tailed Swallowtail,8,7,26.5
GrandCanyonSouthRim,9/6/2014,AZ,USA,35.989,-112.1221,Cloudless Sulphur,Phoebis sennae,Cloudless Sulphur,12,7,26.5
GrandCanyonSouthRim,9/6/2014,AZ,USA,35.989,-112.1221,Field Crescent,Phyciodes campestris,Field Crescent,2,7,26.5
GrandCanyonSouthRim,9/6/2014,AZ,USA,35.989,-112.1221,Taxiles Skipper,Poanes taxiles,Taxiles Skipper,1,7,26.5
GrandCanyonSouthRim,9/6/2014,AZ,USA,35.989,-112.1221,Checkered White,Pontia protodice,Checkered White,1,7,26.5
GrandCanyonSouthRim,9/6/2014,AZ,USA,35.989,-112.1221,Common/White Checkered-Skipper,Pyrgus,Common/White Checkered-Skipper,15,7,26.5
GrandCanyonSouthRim,9/6/2014,AZ,USA,35.989,-112.1221,Painted Lady,Vanessa cardui,Painted Lady,18,7,26.5
GrandCanyonSouthRim,9/6/2014,AZ,USA,35.989,-112.1221,American Lady,Vanessa virginiensis,American Lady,1,7,26.5
GrandCanyonSouthRim,9/6/2014,AZ,USA,35.989,-112.1221,,,Blue sp.,1,7,26.5
GrandCanyonSouthRim,9/6/2014,AZ,USA,35.989,-112.1221,,,Crescent sp.,1,7,26.5
GrandCanyonSouthRim,9/6/2014,AZ,USA,35.989,-112.1221,,,Skipper sp.,7,7,26.5
GrandCanyonSouthRim,6/14/2015,AZ,USA,35.989,-112.1221,California Sister,Adelpha bredowii,California Sister,4,1,6
GrandCanyonSouthRim,6/14/2015,AZ,USA,35.989,-112.1221,Spring Azure,Celastrina ladon,Spring Azure,27,1,6
GrandCanyonSouthRim,6/14/2015,AZ,USA,35.989,-112.1221,Southern Dogface,Colias cesonia,Southern Dogface,1,1,6
GrandCanyonSouthRim,6/14/2015,AZ,USA,35.989,-112.1221,Orange Sulphur,Colias eurytheme,Orange Sulphur,11,1,6
GrandCanyonSouthRim,6/14/2015,AZ,USA,35.989,-112.1221,Canyonland Satyr,Cyllopsis pertepida,Canyonland Satyr,3,1,6
GrandCanyonSouthRim,6/14/2015,AZ,USA,35.989,-112.1221,Monarch,Danaus plexippus,Monarch,1,1,6
GrandCanyonSouthRim,6/14/2015,AZ,USA,35.989,-112.1221,Meridian Duskywing,Erynnis meridianus,Meridian Duskywing,1,1,6
GrandCanyonSouthRim,6/14/2015,AZ,USA,35.989,-112.1221,Rocky Mountain Duskywing,Erynnis telemachus,Rocky Mountain Duskywing,1,1,6
GrandCanyonSouthRim,6/14/2015,AZ,USA,35.989,-112.1221,Northern White-Skipper,Heliopetes ericetorum,Northern White-Skipper,1,1,6
GrandCanyonSouthRim,6/14/2015,AZ,USA,35.989,-112.1221,Reakirt's Blue,Hemiargus isola,Reakirt's Blue,1,1,6
GrandCanyonSouthRim,6/14/2015,AZ,USA,35.989,-112.1221,Common Buckeye,Junonia coenia,Common Buckeye,7,1,6
GrandCanyonSouthRim,6/14/2015,AZ,USA,35.989,-112.1221,Marine Blue,Leptotes marina,Marine Blue,1,1,6
GrandCanyonSouthRim,6/14/2015,AZ,USA,35.989,-112.1221,American Snout,Libytheana carinenta,American Snout,1,1,6
GrandCanyonSouthRim,6/14/2015,AZ,USA,35.989,-112.1221,Melissa Blue,Lycaeides melissa,Melissa Blue,1,1,6
GrandCanyonSouthRim,6/14/2015,AZ,USA,35.989,-112.1221,Dainty Sulphur,Nathalis iole,Dainty Sulphur,3,1,6
GrandCanyonSouthRim,6/14/2015,AZ,USA,35.989,-112.1221,Two-tailed Swallowtail,Papilio multicaudata,Two-tailed Swallowtail,11,1,6
GrandCanyonSouthRim,6/14/2015,AZ,USA,35.989,-112.1221,Mylitta Crescent,Phyciodes mylitta,Mylitta Crescent,4,1,6
GrandCanyonSouthRim,6/14/2015,AZ,USA,35.989,-112.1221,Acmon Blue,Plebejus acmon,Acmon Blue,1,1,6
GrandCanyonSouthRim,6/14/2015,AZ,USA,35.989,-112.1221,Becker's White,Pontia beckerii,Becker's White,1,1,6
GrandCanyonSouthRim,6/14/2015,AZ,USA,35.989,-112.1221,Checkered White,Pontia protodice,Checkered White,15,1,6
GrandCanyonSouthRim,6/14/2015,AZ,USA,35.989,-112.1221,Common/White Checkered-Skipper,Pyrgus,Common/White Checkered-Skipper,22,1,6
GrandCanyonSouthRim,6/14/2015,AZ,USA,35.989,-112.1221,Gray Hairstreak,Strymon melinus,Gray Hairstreak,3,1,6
GrandCanyonSouthRim,6/14/2015,AZ,USA,35.989,-112.1221,West Coast Lady,Vanessa annabella,West Coast Lady,1,1,6
GrandCanyonSouthRim,6/14/2015,AZ,USA,35.989,-112.1221,Red Admiral,Vanessa atalanta,Red Admiral,1,1,6
GrandCanyonSouthRim,8/16/2015,AZ,USA,35.989,-112.1221,Western Pygmy-Blue,Brephidium exile,Western Pygmy-Blue,1,4,6
GrandCanyonSouthRim,8/16/2015,AZ,USA,35.989,-112.1221,'Siva' Juniper Hairstreak,Callophrys gryneus siva,'Siva' Juniper Hairstreak,1,4,6
GrandCanyonSouthRim,8/16/2015,AZ,USA,35.989,-112.1221,Orange Sulphur,Colias eurytheme,Orange Sulphur,23,4,6
GrandCanyonSouthRim,8/16/2015,AZ,USA,35.989,-112.1221,Orange Skipperling,Copaeodes aurantiacus,Orange Skipperling,1,4,6
GrandCanyonSouthRim,8/16/2015,AZ,USA,35.989,-112.1221,Queen,Danaus gilippus,Queen,4,4,6
GrandCanyonSouthRim,8/16/2015,AZ,USA,35.989,-112.1221,Monarch,Danaus plexippus,Monarch,67,4,6
GrandCanyonSouthRim,8/16/2015,AZ,USA,35.989,-112.1221,Reakirt's Blue,Hemiargus isola,Reakirt's Blue,3,4,6
GrandCanyonSouthRim,8/16/2015,AZ,USA,35.989,-112.1221,Common Buckeye,Junonia coenia,Common Buckeye,19,4,6
GrandCanyonSouthRim,8/16/2015,AZ,USA,35.989,-112.1221,Marine Blue,Leptotes marina,Marine Blue,3,4,6
GrandCanyonSouthRim,8/16/2015,AZ,USA,35.989,-112.1221,American Snout,Libytheana carinenta,American Snout,1,4,6
GrandCanyonSouthRim,8/16/2015,AZ,USA,35.989,-112.1221,Viceroy,Limenitis archippus,Viceroy,2,4,6
GrandCanyonSouthRim,8/16/2015,AZ,USA,35.989,-112.1221,Melissa Blue,Lycaeides melissa,Melissa Blue,3,4,6
GrandCanyonSouthRim,8/16/2015,AZ,USA,35.989,-112.1221,Dainty Sulphur,Nathalis iole,Dainty Sulphur,5,4,6
GrandCanyonSouthRim,8/16/2015,AZ,USA,35.989,-112.1221,Two-tailed Swallowtail,Papilio multicaudata,Two-tailed Swallowtail,5,4,6
GrandCanyonSouthRim,8/16/2015,AZ,USA,35.989,-112.1221,Cloudless Sulphur,Phoebis sennae,Cloudless Sulphur,1,4,6
GrandCanyonSouthRim,8/16/2015,AZ,USA,35.989,-112.1221,Mylitta Crescent,Phyciodes mylitta,Mylitta Crescent,10,4,6
GrandCanyonSouthRim,8/16/2015,AZ,USA,35.989,-112.1221,Acmon Blue,Plebejus acmon,Acmon Blue,8,4,6
GrandCanyonSouthRim,8/16/2015,AZ,USA,35.989,-112.1221,Checkered White,Pontia protodice,Checkered White,8,4,6
GrandCanyonSouthRim,8/16/2015,AZ,USA,35.989,-112.1221,Common/White Checkered-Skipper,Pyrgus,Common/White Checkered-Skipper,40,4,6
GrandCanyonSouthRim,8/16/2015,AZ,USA,35.989,-112.1221,Gray Hairstreak,Strymon melinus,Gray Hairstreak,6,4,6
GrandCanyonSouthRim,8/16/2015,AZ,USA,35.989,-112.1221,Painted Lady,Vanessa cardui,Painted Lady,10,4,6
GrandCanyonSouthRim,8/16/2015,AZ,USA,35.989,-112.1221,American Lady,Vanessa virginiensis,American Lady,1,4,6
GrandCanyonSouthRim,8/16/2015,AZ,USA,35.989,-112.1221,,,Erynnis sp.,2,4,6
GrandCanyonSouthRim,8/16/2015,AZ,USA,35.989,-112.1221,,,Blue sp.,4,4,6
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,California Sister,Adelpha bredowii,Adelpha bredowii,1,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Gulf Fritillary,Agraulis vanillae,Dione vanillae,1,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Bronze Roadside-Skipper,Amblyscirtes aenus,Amblyscirtes aenus,1,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Dotted Roadside-Skipper,Amblyscirtes eos,Amblyscirtes eos,1,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Large Roadside-Skipper,Amblyscirtes exoteria,Amblyscirtes exoteria,3,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Nysa Roadside-Skipper,Amblyscirtes nysa,Amblyscirtes nysa,7,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Texas Roadside-Skipper,Amblyscirtes texanae,Amblyscirtes texanae,1,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Palmer's Metalmark,Apodemia palmeri,Apodemia palmerii,2,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Empress Leilia,Asterocampa leilia,Asterocampa leilia,15,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Great Purple Hairstreak,Atlides halesus,Atlides halesus,4,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Moon-marked Skipper,Atrytonopsis lunus,Atrytonopsis lunus,1,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Pipevine Swallowtail,Battus philenor,Battus philenor,8,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Fatal Metalmark,Calephelis nemesis,Calephelis nemesis,3,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,'Siva' Juniper Hairstreak,Callophrys gryneus siva,Mitoura siva,1,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Common Streaky-Skipper,Celotes nessus,Celotes nessus,1,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Fulvia Checkerspot,Chlosyne fulvia,Thessalia fulvia,3,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Theona Checkerspot,Chlosyne theona,Thessalia theona,3,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Arizona Skipper,Codatractus arizonensis,Codatractus arizonensis,3,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Gold-costa Skipper,Cogia caicus,Cogia caicus,2,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Acacia Skipper,Cogia hippalus,Cogia hippalus,2,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Southern Dogface,Colias cesonia,Colias cesonia,5,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Orange Sulphur,Colias eurytheme,Colias eurytheme,5,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Clouded Sulphur,Colias philodice,Colias philodice,1,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Orange Skipperling,Copaeodes aurantiacus,Copaeodes aurantiacus,10,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Queen,Danaus gilippus,Danaus gilippus,50,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Monarch,Danaus plexippus,Danaus plexippus,1,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Ares Metalmark,Emesis ares,Emesis ares,6,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Zela Metalmark,Emesis zela,Emesis zeta,18,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Erynnis,Erynnis,Erynnis pacuvius (?),1,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Meridian Duskywing,Erynnis meridianus,Erynnis meridianus,3,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Mournful Duskywing,Erynnis tristis,Erynnis tristis,1,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Variegated Fritillary,Euptoieta claudia,Euptoieta claudia,10,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Boisduval's Yellow,Eurema boisduvaliana,Eurema boisduvalianum,1,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Mexican Yellow,Eurema mexicana,Euremamexicanum,9,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Sleepy Orange,Eurema nicippe,Eurema nicippe,36,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Tailed Orange,Eurema proterpia,Eurema proterpia,3,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Ceraunus Blue,Hemiargus ceraunus,Hemiargus ceraunus,1,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Reakirt's Blue,Hemiargus isola,Hemiargus isola,8,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Pahaska Skipper,Hesperia pahaska,Hesperia pahaska,3,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Common Buckeye,Junonia coenia,Junonia coenia,8,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Tropical Buckeye (form nigrosuffusa),Junonia genoveva (form nigrosuffusa),Junonia evarete (nigrosuffusa),3,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Lyside Sulphur,Kricogonia lyside,Kricogonia lyside,3,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Marine Blue,Leptotes marina,Leptotes marina,12,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,American Snout,Libytheana carinenta,Libytheana bachmanii,75,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Red-spotted Purple,Limenitis arthemis astyanax,Limenitis arthemis (arizonensis),1,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Leda Ministreak,Ministrymon leda,Ministrymonleda,10,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Dainty Sulphur,Nathalis iole,Nathalis iole,2,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Giant Swallowtail,Papilio cresphontes,Papilio cresphontes,3,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Two-tailed Swallowtail,Papilio multicaudata,Papilio multicaudatus,2,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Black Swallowtail,Papilio polyxenes,Papilio polyxenes,1,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Large Orange Sulphur,Phoebis agarithe,Phoebis agarithe,1,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Cloudless Sulphur,Phoebis sennae,Phoebis sennae,7,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Painted Crescent,Phyciodes picta,Phyciodes pictus,1,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Acmon Blue,Plebejus acmon,Plebejus acmon,1,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Checkered White,Pontia protodice,Pontia protodice,1,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,White Checkered-Skipper,Pyrgus albescens,Pyrgus communis (albescens),6,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Desert Checkered-Skipper,Pyrgus philetas,Pyrgus philetas,2,2,10
GuadalupeCanyonAZNM,8/4/1986,AZ,USA,31.33,-109.07,Dull Firetip,Pyrrhopyge araxes,Pyrrhopyge araxes,2,2,10
