Site,Date,State,LatinName,EnglishName,Season,Survey,ButterflyCount,HoursObserved
McDowellSonoranPreserve,4/6/2019,AZ,Papilio polyxenes,Black swallowtail,Spring,2019 Spring,2,20.55
McDowellSonoranPreserve,4/4/2020,AZ,Papilio polyxenes,Black swallowtail,Spring,2020 Spring,1,16.65
PatagoniaAZ,8/6/2019,AZ,Papilio polyxenes,Black swallowtail,Summer,2019 Summer,12,71
PortalAZ,7/25/2019,AZ,Papilio polyxenes,Black swallowtail,Summer,2019 Summer,7,4
PortalAZ,8/2/2020,AZ,Papilio polyxenes,Black swallowtail,Summer,2020 Summer,6,21
RamseyCanyonAZ,8/1/2019,AZ,Papilio polyxenes,Black swallowtail,Summer,2019 Summer,2,39.5
RamseyCanyonAZ,7/28/2020,AZ,Papilio polyxenes,Black swallowtail,Summer,2020 Summer,138,55.5
SabinoCanyonAZ,7/23/2019,AZ,Papilio polyxenes,Black swallowtail,Summer,2019 Summer,1,38.5
SabinoCanyonAZ,4/3/2020,AZ,Papilio polyxenes,Black swallowtail,Spring,2020 Spring,3,62
SantaRitaMountains,7/28/2019,AZ,Papilio polyxenes,Black swallowtail,Summer,2019 Summer,3,48.5
SantaRitaMountains,9/28/2019,AZ,Papilio polyxenes,Black swallowtail,Fall,2019 Fall,2,37.5
GrandCanyonN,7/25/2019,AZ,Papilio rutulus,Western tiger swallowtail,Summer,2019 Summer,3,6
PortalAZ,7/25/2019,AZ,Paratrytone snowi,Snow's skipper,Summer,2019 Summer,2,4
PortalAZ,8/2/2020,AZ,Paratrytone snowi,Snow's skipper,Summer,2020 Summer,8,21
RamseyCanyonAZ,7/28/2020,AZ,Parmercera allyni,Pine satyr,Summer,2020 Summer,1,55.5
SantaRitaMountains,7/31/2020,AZ,Phoebis agarithe,Large orange sulphur,Summer,2020 Summer,1,60
BoyceThompsonArboretum,9/7/2019,AZ,Phoebis sennae,Cloudless sulphur,Fall,2019 Fall,6,10
BoyceThompsonArboretum,9/12/2020,AZ,Phoebis sennae,Cloudless sulphur,Fall,2020 Fall,1,7.5
Cottonwood,8/26/2020,AZ,Phoebis sennae,Cloudless sulphur,Summer,2020 Summer,1,20
McDowellSonoranPreserve,4/6/2019,AZ,Phoebis sennae,Cloudless sulphur,Spring,2019 Spring,6,20.55
McDowellSonoranPreserve,9/28/2019,AZ,Phoebis sennae,Cloudless sulphur,Fall,2019 Fall,3,18.78
McDowellSonoranPreserve,9/25/2021,AZ,Phoebis sennae,Cloudless sulphur,Fall,2021 Fall,260,28.43
PatagoniaAZ,8/6/2019,AZ,Phoebis sennae,Cloudless sulphur,Summer,2019 Summer,63,71
PortalAZ,7/25/2019,AZ,Phoebis sennae,Cloudless sulphur,Summer,2019 Summer,1,4
PortalAZ,8/2/2020,AZ,Phoebis sennae,Cloudless sulphur,Summer,2020 Summer,33,21
RamseyCanyonAZ,8/1/2019,AZ,Phoebis sennae,Cloudless sulphur,Summer,2019 Summer,12,39.5
RamseyCanyonAZ,7/28/2020,AZ,Phoebis sennae,Cloudless sulphur,Summer,2020 Summer,52,55.5
SabinoCanyonAZ,7/23/2019,AZ,Phoebis sennae,Cloudless sulphur,Summer,2019 Summer,2,38.5
SabinoCanyonAZ,7/29/2020,AZ,Phoebis sennae,Cloudless sulphur,Summer,2020 Summer,14,14.5
SantaRitaMountains,7/28/2019,AZ,Phoebis sennae,Cloudless sulphur,Summer,2019 Summer,11,48.5
SantaRitaMountains,9/28/2019,AZ,Phoebis sennae,Cloudless sulphur,Fall,2019 Fall,9,37.5
SantaRitaMountains,7/31/2020,AZ,Phoebis sennae,Cloudless sulphur,Summer,2020 Summer,223,60
SantaRitaMountains,10/4/2020,AZ,Phoebis sennae,Cloudless sulphur,Fall,2020 Fall,7,63.5
Cottonwood,8/29/2019,AZ,Pholisora catullus,Common sootywing,Summer,2019 Summer,1,11
PatagoniaAZ,8/6/2019,AZ,Pholisora catullus,Common sootywing,Summer,2019 Summer,139,71
PortalAZ,7/25/2019,AZ,Pholisora catullus,Common sootywing,Summer,2019 Summer,3,4
PortalAZ,8/2/2020,AZ,Pholisora catullus,Common sootywing,Summer,2020 Summer,2,21
RamseyCanyonAZ,8/1/2019,AZ,Pholisora catullus,Common sootywing,Summer,2019 Summer,23,39.5
RamseyCanyonAZ,7/28/2020,AZ,Pholisora catullus,Common sootywing,Summer,2020 Summer,24,55.5
SabinoCanyonAZ,4/3/2020,AZ,Pholisora catullus,Common sootywing,Spring,2020 Spring,1,62
SantaRitaMountains,7/28/2019,AZ,Pholisora catullus,Common sootywing,Summer,2019 Summer,12,48.5
SantaRitaMountains,7/31/2020,AZ,Pholisora catullus,Common sootywing,Summer,2020 Summer,8,60
RamseyCanyonAZ,8/1/2019,AZ,Phyciodes graphica,Vesta crescent,Summer,2019 Summer,3,39.5
PatagoniaAZ,8/6/2019,AZ,Phyciodes picta,Painted crescent,Summer,2019 Summer,26,71
RamseyCanyonAZ,8/1/2019,AZ,Phyciodes picta,Painted crescent,Summer,2019 Summer,2,39.5
RamseyCanyonAZ,7/28/2020,AZ,Phyciodes picta,Painted crescent,Summer,2020 Summer,4,55.5
McDowellSonoranPreserve,4/6/2019,AZ,Phyciodes texana,Texan crescent,Spring,2019 Spring,1,20.55
McDowellSonoranPreserve,9/25/2021,AZ,Phyciodes texana,Texan crescent,Fall,2021 Fall,2,28.43
PatagoniaAZ,8/6/2019,AZ,Phyciodes texana,Texan crescent,Summer,2019 Summer,114,71
RamseyCanyonAZ,7/28/2020,AZ,Phyciodes texana,Texan crescent,Summer,2020 Summer,14,55.5
SabinoCanyonAZ,7/23/2019,AZ,Phyciodes texana,Texan crescent,Summer,2019 Summer,18,38.5
SabinoCanyonAZ,4/3/2020,AZ,Phyciodes texana,Texan crescent,Spring,2020 Spring,57,62
SabinoCanyonAZ,7/29/2020,AZ,Phyciodes texana,Texan crescent,Summer,2020 Summer,3,14.5
SantaRitaMountains,7/28/2019,AZ,Phyciodes texana,Texan crescent,Summer,2019 Summer,4,48.5
SantaRitaMountains,9/28/2019,AZ,Phyciodes texana,Texan crescent,Fall,2019 Fall,9,37.5
SantaRitaMountains,7/31/2020,AZ,Phyciodes texana,Texan crescent,Summer,2020 Summer,17,60
PatagoniaAZ,8/6/2019,AZ,Phyciodes tharos,Pearl crescent,Summer,2019 Summer,24,71
RamseyCanyonAZ,7/28/2020,AZ,Phyciodes tharos,Pearl crescent,Summer,2020 Summer,3,55.5
PortalAZ,7/25/2019,AZ,Phyciodes mylitta,Mylitta crescent,Summer,2019 Summer,6,4
PortalAZ,8/2/2020,AZ,Phyciodes mylitta,Mylitta crescent,Summer,2020 Summer,1,21
RamseyCanyonAZ,7/28/2020,AZ,Phyciodes mylitta,Mylitta crescent,Summer,2020 Summer,4,55.5
SabinoCanyonAZ,7/23/2019,AZ,Phyciodes mylitta,Mylitta crescent,Summer,2019 Summer,1,38.5
SabinoCanyonAZ,4/3/2020,AZ,Phyciodes mylitta,Mylitta crescent,Spring,2020 Spring,24,62
Cottonwood,8/26/2020,AZ,Pieris brassicae,Cabbage white,Summer,2020 Summer,23,20
PatagoniaAZ,8/6/2019,AZ,Pieris brassicae,Cabbage white,Summer,2019 Summer,10,71
RamseyCanyonAZ,8/1/2019,AZ,Pieris brassicae,Cabbage white,Summer,2019 Summer,2,39.5
RamseyCanyonAZ,7/28/2020,AZ,Pieris brassicae,Cabbage white,Summer,2020 Summer,4,55.5
SabinoCanyonAZ,4/3/2020,AZ,Pieris sisymbrii,Spring white,Spring,2020 Spring,2,62
RamseyCanyonAZ,7/28/2020,AZ,Piruna cingo,Many-spotted skipperling,Summer,2020 Summer,1,55.5
PortalAZ,7/25/2019,AZ,Piruna polingii,Four-spotted skipperling,Summer,2019 Summer,11,4
PortalAZ,8/2/2020,AZ,Piruna polingii,Four-spotted skipperling,Summer,2020 Summer,41,21
RamseyCanyonAZ,8/1/2019,AZ,Piruna polingii,Four-spotted skipperling,Summer,2019 Summer,2,39.5
RamseyCanyonAZ,7/28/2020,AZ,Piruna polingii,Four-spotted skipperling,Summer,2020 Summer,31,55.5
Cottonwood,8/29/2019,AZ,Plebejus acmon,Acmon blue,Summer,2019 Summer,1,11
Cottonwood,8/26/2020,AZ,Plebejus acmon,Acmon blue,Summer,2020 Summer,7,20
PatagoniaAZ,8/6/2019,AZ,Plebejus acmon,Acmon blue,Summer,2019 Summer,4,71
PortalAZ,7/25/2019,AZ,Plebejus acmon,Acmon blue,Summer,2019 Summer,4,4
RamseyCanyonAZ,7/28/2020,AZ,Plebejus acmon,Acmon blue,Summer,2020 Summer,1,55.5
SabinoCanyonAZ,7/23/2019,AZ,Plebejus acmon,Acmon blue,Summer,2019 Summer,6,38.5
SabinoCanyonAZ,4/3/2020,AZ,Plebejus acmon,Acmon blue,Spring,2020 Spring,6,62
SantaRitaMountains,9/28/2019,AZ,Plebejus acmon,Acmon blue,Fall,2019 Fall,1,37.5
SantaRitaMountains,7/31/2020,AZ,Plebejus acmon,Acmon blue,Summer,2020 Summer,1,60
PortalAZ,7/25/2019,AZ,Poanes taxiles,Taxiles skipper,Summer,2019 Summer,138,4
PortalAZ,8/2/2020,AZ,Poanes taxiles,Taxiles skipper,Summer,2020 Summer,97,21
RamseyCanyonAZ,8/1/2019,AZ,Poanes taxiles,Taxiles skipper,Summer,2019 Summer,9,39.5
RamseyCanyonAZ,7/28/2020,AZ,Poanes taxiles,Taxiles skipper,Summer,2020 Summer,45,55.5
SabinoCanyonAZ,7/23/2019,AZ,Poanes taxiles,Taxiles skipper,Summer,2019 Summer,75,38.5
SabinoCanyonAZ,7/29/2020,AZ,Poanes taxiles,Taxiles skipper,Summer,2020 Summer,7,14.5
SantaRitaMountains,7/28/2019,AZ,Poanes taxiles,Taxiles skipper,Summer,2019 Summer,52,48.5
SantaRitaMountains,7/31/2020,AZ,Poanes taxiles,Taxiles skipper,Summer,2020 Summer,42,60
GrandCanyonN,7/25/2019,AZ,Polites draco,Draco skipper,Summer,2019 Summer,3,6
PatagoniaAZ,8/6/2019,AZ,Polites carus,Carus skipper,Summer,2019 Summer,4,71
RamseyCanyonAZ,7/28/2020,AZ,Polites carus,Carus skipper,Summer,2020 Summer,1,55.5
SantaRitaMountains,7/28/2019,AZ,Polites carus,Carus skipper,Summer,2019 Summer,2,48.5
PortalAZ,7/25/2019,AZ,Polygonia satyrus,Satyr comma,Summer,2019 Summer,2,4
RamseyCanyonAZ,7/28/2020,AZ,Polygonia satyrus,Satyr comma,Summer,2020 Summer,4,55.5
SabinoCanyonAZ,4/3/2020,AZ,Polygonia satyrus,Satyr comma,Spring,2020 Spring,2,62
SantaRitaMountains,7/31/2020,AZ,Polygonia satyrus,Satyr comma,Summer,2020 Summer,1,60
Cottonwood,8/29/2019,AZ,Polygonus leo,Hammock skipper,Summer,2019 Summer,1,11
SantaRitaMountains,9/28/2019,AZ,Polygonus leo,Hammock skipper,Fall,2019 Fall,2,37.5
Cottonwood,8/29/2019,AZ,Pontia protodice,Checkered white,Summer,2019 Summer,8,11
Cottonwood,8/26/2020,AZ,Pontia protodice,Checkered white,Summer,2020 Summer,1,20
GrandCanyonN,7/25/2019,AZ,Pontia protodice,Checkered white,Summer,2019 Summer,4,6
McDowellSonoranPreserve,4/6/2019,AZ,Pontia protodice,Checkered white,Spring,2019 Spring,967,20.55
McDowellSonoranPreserve,9/28/2019,AZ,Pontia protodice,Checkered white,Fall,2019 Fall,1,18.78
McDowellSonoranPreserve,4/4/2020,AZ,Pontia protodice,Checkered white,Spring,2020 Spring,161,16.65
McDowellSonoranPreserve,4/3/2021,AZ,Pontia protodice,Checkered white,Spring,2021 Spring,2,16.37
McDowellSonoranPreserve,9/25/2021,AZ,Pontia protodice,Checkered white,Fall,2021 Fall,21,28.43
PatagoniaAZ,8/6/2019,AZ,Pontia protodice,Checkered white,Summer,2019 Summer,4,71
PortalAZ,7/25/2019,AZ,Pontia protodice,Checkered white,Summer,2019 Summer,10,4
RamseyCanyonAZ,8/1/2019,AZ,Pontia protodice,Checkered white,Summer,2019 Summer,15,39.5
RamseyCanyonAZ,7/28/2020,AZ,Pontia protodice,Checkered white,Summer,2020 Summer,28,55.5
SabinoCanyonAZ,7/23/2019,AZ,Pontia protodice,Checkered white,Summer,2019 Summer,2,38.5
SabinoCanyonAZ,4/3/2020,AZ,Pontia protodice,Checkered white,Spring,2020 Spring,275,62
SabinoCanyonAZ,7/29/2020,AZ,Pontia protodice,Checkered white,Summer,2020 Summer,1,14.5
