Year,Month,Day,DataSource,Site,AcceptedName,ButterflyCount,HoursObserved
1996,7,27,Matt,SabinoCanyonAZ,Libytheana carinenta,1,16
1998,8,1,Matt,SabinoCanyonAZ,Libytheana carinenta,5,7.5
2000,7,26,Matt,SabinoCanyonAZ,Libytheana carinenta,188,21.5
2001,7,18,Matt,SabinoCanyonAZ,Libytheana carinenta,1,23
2009,7,18,Matt,SabinoCanyonAZ,Libytheana carinenta,2,18
2015,7,18,Matt,SabinoCanyonAZ,Libytheana carinenta,4,29.5
2016,7,16,Matt,SabinoCanyonAZ,Libytheana carinenta,1,45.5
2018,7,31,Matt,SabinoCanyonAZ,Libytheana carinenta,18,33.5
2012,7,29,Matt,SantaRitaMountains,Libytheana carinenta,6,18.5
2013,7,28,Matt,SantaRitaMountains,Libytheana carinenta,8,26.5
2014,7,27,Matt,SantaRitaMountains,Libytheana carinenta,6,27
2015,7,26,Matt,SantaRitaMountains,Libytheana carinenta,20,43
2016,7,31,Matt,SantaRitaMountains,Libytheana carinenta,8,40.5
2017,7,26,Matt,SantaRitaMountains,Libytheana carinenta,1,38
2018,7,29,Matt,SantaRitaMountains,Libytheana carinenta,34,41.5
1999,7,23,Matt,SycamoreCreekAZ,Libytheana carinenta,11,10
1980,7,19,Matt,AtascosaHighlandsAZ,Limenitis archippus,7,26
1982,6,20,Matt,AtascosaHighlandsAZ,Limenitis archippus,2,19
1983,7,30,Matt,AtascosaHighlandsAZ,Limenitis archippus,5,26
1984,8,5,Matt,AtascosaHighlandsAZ,Limenitis archippus,1,41
1988,8,13,Matt,AtascosaHighlandsAZ,Limenitis archippus,2,33.5
1989,8,20,Matt,AtascosaHighlandsAZ,Limenitis archippus,1,56
1990,8,18,Matt,AtascosaHighlandsAZ,Limenitis archippus,3,50
1992,8,16,Matt,AtascosaHighlandsAZ,Limenitis archippus,5,62
1993,8,14,Matt,AtascosaHighlandsAZ,Limenitis archippus,7,45
1995,8,20,Matt,AtascosaHighlandsAZ,Limenitis archippus,7,51
2000,8,19,Matt,AtascosaHighlandsAZ,Limenitis archippus,19,65
2001,8,18,Matt,AtascosaHighlandsAZ,Limenitis archippus,4,56
2010,9,11,Matt,BoyceThompsonArboretum,Limenitis archippus,1,12
2011,9,10,Matt,BoyceThompsonArboretum,Limenitis archippus,3,25
2012,9,15,Matt,BoyceThompsonArboretum,Limenitis archippus,1,14
2017,9,4,Matt,Cottonwood,Limenitis archippus,1,8
2018,8,30,Matt,Cottonwood,Limenitis archippus,4,7
1986,8,23,Matt,PatagoniaAZ,Limenitis archippus,4,54
1987,8,15,Matt,PatagoniaAZ,Limenitis archippus,8,54
1988,8,6,Matt,PatagoniaAZ,Limenitis archippus,2,52
1989,8,13,Matt,PatagoniaAZ,Limenitis archippus,10,65
1990,8,11,Matt,PatagoniaAZ,Limenitis archippus,15,37
1991,8,6,Matt,PatagoniaAZ,Limenitis archippus,10,61
1992,8,9,Matt,PatagoniaAZ,Limenitis archippus,14,56.5
1993,8,7,Matt,PatagoniaAZ,Limenitis archippus,29,55
1994,8,6,Matt,PatagoniaAZ,Limenitis archippus,40,75
1995,8,13,Matt,PatagoniaAZ,Limenitis archippus,48,60
1996,8,11,Matt,PatagoniaAZ,Limenitis archippus,30,40
1997,8,9,Matt,PatagoniaAZ,Limenitis archippus,11,51
1998,8,8,Matt,PatagoniaAZ,Limenitis archippus,17,66.5
1999,8,9,Matt,PatagoniaAZ,Limenitis archippus,13,72.5
2000,8,12,Matt,PatagoniaAZ,Limenitis archippus,73,64
2001,8,11,Matt,PatagoniaAZ,Limenitis archippus,31,75
2002,8,10,Matt,PatagoniaAZ,Limenitis archippus,16,47.5
2003,8,9,Matt,PatagoniaAZ,Limenitis archippus,34,43.5
2004,8,7,Matt,PatagoniaAZ,Limenitis archippus,21,38
2005,8,6,Matt,PatagoniaAZ,Limenitis archippus,17,61.5
2006,8,5,Matt,PatagoniaAZ,Limenitis archippus,9,35
2007,8,18,Matt,PatagoniaAZ,Limenitis archippus,23,58
2008,8,9,Matt,PatagoniaAZ,Limenitis archippus,7,56
2009,8,8,Matt,PatagoniaAZ,Limenitis archippus,20,71
2010,8,7,Matt,PatagoniaAZ,Limenitis archippus,9,82
2011,8,6,Matt,PatagoniaAZ,Limenitis archippus,5,79
2012,8,11,Matt,PatagoniaAZ,Limenitis archippus,16,62
2013,8,10,Matt,PatagoniaAZ,Limenitis archippus,12,73
2014,8,9,Matt,PatagoniaAZ,Limenitis archippus,15,80
2015,8,11,Matt,PatagoniaAZ,Limenitis archippus,19,81
2016,8,8,Matt,PatagoniaAZ,Limenitis archippus,16,45.5
2017,8,7,Matt,PatagoniaAZ,Limenitis archippus,5,54
2018,8,12,Matt,PatagoniaAZ,Limenitis archippus,27,62.5
1981,7,19,Matt,RamseyCanyonAZ,Limenitis archippus,5,27
1983,8,6,Matt,RamseyCanyonAZ,Limenitis archippus,7,56
1984,8,11,Matt,RamseyCanyonAZ,Limenitis archippus,3,58.5
1985,8,10,Matt,RamseyCanyonAZ,Limenitis archippus,17,52
1986,8,16,Matt,RamseyCanyonAZ,Limenitis archippus,3,52
1987,8,9,Matt,RamseyCanyonAZ,Limenitis archippus,2,69
1988,7,30,Matt,RamseyCanyonAZ,Limenitis archippus,2,28
1989,8,6,Matt,RamseyCanyonAZ,Limenitis archippus,6,61
1990,8,4,Matt,RamseyCanyonAZ,Limenitis archippus,2,55
1991,7,30,Matt,RamseyCanyonAZ,Limenitis archippus,5,61.5
1992,8,2,Matt,RamseyCanyonAZ,Limenitis archippus,4,55
1993,7,31,Matt,RamseyCanyonAZ,Limenitis archippus,20,45.5
1994,7,30,Matt,RamseyCanyonAZ,Limenitis archippus,5,44
1995,8,6,Matt,RamseyCanyonAZ,Limenitis archippus,22,70
1996,8,5,Matt,RamseyCanyonAZ,Limenitis archippus,9,67.5
1997,8,2,Matt,RamseyCanyonAZ,Limenitis archippus,12,58
1998,8,1,Matt,RamseyCanyonAZ,Limenitis archippus,2,56.5
1999,8,3,Matt,RamseyCanyonAZ,Limenitis archippus,1,76
2000,8,5,Matt,RamseyCanyonAZ,Limenitis archippus,27,56
2001,8,4,Matt,RamseyCanyonAZ,Limenitis archippus,8,63
2003,8,2,Matt,RamseyCanyonAZ,Limenitis archippus,3,47
2004,7,31,Matt,RamseyCanyonAZ,Limenitis archippus,3,43.5
2005,7,31,Matt,RamseyCanyonAZ,Limenitis archippus,2,54.5
2007,8,11,Matt,RamseyCanyonAZ,Limenitis archippus,2,50
2008,8,2,Matt,RamseyCanyonAZ,Limenitis archippus,1,54
2009,8,1,Matt,RamseyCanyonAZ,Limenitis archippus,1,45
2010,7,31,Matt,RamseyCanyonAZ,Limenitis archippus,2,50
2011,7,30,Matt,RamseyCanyonAZ,Limenitis archippus,1,46.5
2012,8,4,Matt,RamseyCanyonAZ,Limenitis archippus,4,56
2013,8,3,Matt,RamseyCanyonAZ,Limenitis archippus,1,82
2015,8,6,Matt,RamseyCanyonAZ,Limenitis archippus,2,53
2016,8,1,Matt,RamseyCanyonAZ,Limenitis archippus,1,41.5
2018,8,6,Matt,RamseyCanyonAZ,Limenitis archippus,5,59.5
1992,7,26,Matt,SabinoCanyonAZ,Limenitis archippus,1,4.5
1993,7,30,Matt,SabinoCanyonAZ,Limenitis archippus,2,5
1998,8,1,Matt,SabinoCanyonAZ,Limenitis archippus,1,7.5
2000,7,26,Matt,SabinoCanyonAZ,Limenitis archippus,2,21.5
2009,7,18,Matt,SabinoCanyonAZ,Limenitis archippus,1,18
2016,7,16,Matt,SabinoCanyonAZ,Limenitis archippus,3,45.5
2018,7,31,Matt,SabinoCanyonAZ,Limenitis archippus,1,33.5
1980,7,19,Matt,AtascosaHighlandsAZ,Limenitis arthemis,10,26
1983,7,30,Matt,AtascosaHighlandsAZ,Limenitis arthemis,4,26
1984,8,5,Matt,AtascosaHighlandsAZ,Limenitis arthemis,9,41
1985,8,17,Matt,AtascosaHighlandsAZ,Limenitis arthemis,1,22
1986,8,30,Matt,AtascosaHighlandsAZ,Limenitis arthemis,12,35
1987,8,22,Matt,AtascosaHighlandsAZ,Limenitis arthemis,6,35
1988,8,13,Matt,AtascosaHighlandsAZ,Limenitis arthemis,5,33.5
1989,8,20,Matt,AtascosaHighlandsAZ,Limenitis arthemis,5,56
1990,8,18,Matt,AtascosaHighlandsAZ,Limenitis arthemis,5,50
1992,8,16,Matt,AtascosaHighlandsAZ,Limenitis arthemis,14,62
1993,8,14,Matt,AtascosaHighlandsAZ,Limenitis arthemis,15,45
1994,8,13,Matt,AtascosaHighlandsAZ,Limenitis arthemis,1,28
1995,8,20,Matt,AtascosaHighlandsAZ,Limenitis arthemis,2,51
1996,8,18,Matt,AtascosaHighlandsAZ,Limenitis arthemis,3,42
1997,8,16,Matt,AtascosaHighlandsAZ,Limenitis arthemis,1,49
1998,8,15,Matt,AtascosaHighlandsAZ,Limenitis arthemis,4,53.5
1999,8,14,Matt,AtascosaHighlandsAZ,Limenitis arthemis,10,64
2000,8,19,Matt,AtascosaHighlandsAZ,Limenitis arthemis,42,65
2001,8,18,Matt,AtascosaHighlandsAZ,Limenitis arthemis,27,56
2009,9,12,Matt,BoyceThompsonArboretum,Limenitis arthemis,1,9.5
2011,9,10,Matt,BoyceThompsonArboretum,Limenitis arthemis,2,25
2012,9,15,Matt,BoyceThompsonArboretum,Limenitis arthemis,1,14
2017,9,9,Matt,BoyceThompsonArboretum,Limenitis arthemis,1,12
2017,9,4,Matt,Cottonwood,Limenitis arthemis,4,8
2015,7,5,Matt,GrandCanyonNorthRim,Limenitis arthemis,1,6
1986,8,4,Matt,GuadalupeCanyonAZNM,Limenitis arthemis,1,10
1986,8,23,Matt,PatagoniaAZ,Limenitis arthemis,7,54
1987,8,15,Matt,PatagoniaAZ,Limenitis arthemis,11,54
1988,8,6,Matt,PatagoniaAZ,Limenitis arthemis,6,52
1989,8,13,Matt,PatagoniaAZ,Limenitis arthemis,5,65
1990,8,11,Matt,PatagoniaAZ,Limenitis arthemis,5,37
1991,8,6,Matt,PatagoniaAZ,Limenitis arthemis,1,61
1992,8,9,Matt,PatagoniaAZ,Limenitis arthemis,2,56.5
1993,8,7,Matt,PatagoniaAZ,Limenitis arthemis,19,55
1994,8,6,Matt,PatagoniaAZ,Limenitis arthemis,14,75
1995,8,13,Matt,PatagoniaAZ,Limenitis arthemis,15,60
1996,8,11,Matt,PatagoniaAZ,Limenitis arthemis,13,40
1997,8,9,Matt,PatagoniaAZ,Limenitis arthemis,2,51
1998,8,8,Matt,PatagoniaAZ,Limenitis arthemis,14,66.5
1999,8,9,Matt,PatagoniaAZ,Limenitis arthemis,9,72.5
2000,8,12,Matt,PatagoniaAZ,Limenitis arthemis,50,64
2001,8,11,Matt,PatagoniaAZ,Limenitis arthemis,32,75
2002,8,10,Matt,PatagoniaAZ,Limenitis arthemis,2,47.5
2003,8,9,Matt,PatagoniaAZ,Limenitis arthemis,8,43.5
2004,8,7,Matt,PatagoniaAZ,Limenitis arthemis,25,38
2005,8,6,Matt,PatagoniaAZ,Limenitis arthemis,8,61.5
2006,8,5,Matt,PatagoniaAZ,Limenitis arthemis,3,35
2007,8,18,Matt,PatagoniaAZ,Limenitis arthemis,6,58
2008,8,9,Matt,PatagoniaAZ,Limenitis arthemis,5,56
2009,8,8,Matt,PatagoniaAZ,Limenitis arthemis,5,71
2010,8,7,Matt,PatagoniaAZ,Limenitis arthemis,3,82
2011,8,6,Matt,PatagoniaAZ,Limenitis arthemis,1,79
2012,8,11,Matt,PatagoniaAZ,Limenitis arthemis,8,62
2013,8,10,Matt,PatagoniaAZ,Limenitis arthemis,8,73
2015,8,11,Matt,PatagoniaAZ,Limenitis arthemis,9,81
2016,8,8,Matt,PatagoniaAZ,Limenitis arthemis,3,45.5
2017,8,7,Matt,PatagoniaAZ,Limenitis arthemis,1,54
2018,8,12,Matt,PatagoniaAZ,Limenitis arthemis,7,62.5
1999,8,28,Matt,PortalAZ,Limenitis arthemis,6,62
2000,7,29,Matt,PortalAZ,Limenitis arthemis,11,45
2001,7,28,Matt,PortalAZ,Limenitis arthemis,7,28.5
2002,7,27,Matt,PortalAZ,Limenitis arthemis,2,25
2003,7,26,Matt,PortalAZ,Limenitis arthemis,5,16
2004,8,14,Matt,PortalAZ,Limenitis arthemis,9,33.5
2005,8,13,Matt,PortalAZ,Limenitis arthemis,6,32
2009,7,25,Matt,PortalAZ,Limenitis arthemis,3,20
2013,7,27,Matt,PortalAZ,Limenitis arthemis,3,22.5
2014,7,26,Matt,PortalAZ,Limenitis arthemis,2,17
2015,8,2,Matt,PortalAZ,Limenitis arthemis,2,15.5
2016,7,23,Matt,PortalAZ,Limenitis arthemis,3,20
2017,7,23,Matt,PortalAZ,Limenitis arthemis,2,20
1979,7,15,Matt,RamseyCanyonAZ,Limenitis arthemis,23,32
1980,7,13,Matt,RamseyCanyonAZ,Limenitis arthemis,5,17
1981,7,19,Matt,RamseyCanyonAZ,Limenitis arthemis,13,27
1982,6,24,Matt,RamseyCanyonAZ,Limenitis arthemis,1,33
1983,8,6,Matt,RamseyCanyonAZ,Limenitis arthemis,33,56
1984,8,11,Matt,RamseyCanyonAZ,Limenitis arthemis,7,58.5
1985,8,10,Matt,RamseyCanyonAZ,Limenitis arthemis,12,52
1986,8,16,Matt,RamseyCanyonAZ,Limenitis arthemis,13,52
1987,8,9,Matt,RamseyCanyonAZ,Limenitis arthemis,18,69
1988,7,30,Matt,RamseyCanyonAZ,Limenitis arthemis,2,28
1989,8,6,Matt,RamseyCanyonAZ,Limenitis arthemis,14,61
1990,8,4,Matt,RamseyCanyonAZ,Limenitis arthemis,13,55
1991,7,30,Matt,RamseyCanyonAZ,Limenitis arthemis,9,61.5
1992,8,2,Matt,RamseyCanyonAZ,Limenitis arthemis,32,55
1993,7,31,Matt,RamseyCanyonAZ,Limenitis arthemis,22,45.5
1994,7,30,Matt,RamseyCanyonAZ,Limenitis arthemis,1,44
1995,8,6,Matt,RamseyCanyonAZ,Limenitis arthemis,44,70
1996,8,5,Matt,RamseyCanyonAZ,Limenitis arthemis,27,67.5
1997,8,2,Matt,RamseyCanyonAZ,Limenitis arthemis,16,58
1998,8,1,Matt,RamseyCanyonAZ,Limenitis arthemis,6,56.5
1999,8,3,Matt,RamseyCanyonAZ,Limenitis arthemis,3,76
2000,8,5,Matt,RamseyCanyonAZ,Limenitis arthemis,36,56
2001,8,4,Matt,RamseyCanyonAZ,Limenitis arthemis,30,63
2002,8,3,Matt,RamseyCanyonAZ,Limenitis arthemis,3,52
2003,8,2,Matt,RamseyCanyonAZ,Limenitis arthemis,3,47
2004,7,31,Matt,RamseyCanyonAZ,Limenitis arthemis,17,43.5
2005,7,31,Matt,RamseyCanyonAZ,Limenitis arthemis,10,54.5
2006,7,29,Matt,RamseyCanyonAZ,Limenitis arthemis,2,49
2007,8,11,Matt,RamseyCanyonAZ,Limenitis arthemis,16,50
2008,8,2,Matt,RamseyCanyonAZ,Limenitis arthemis,3,54
2009,8,1,Matt,RamseyCanyonAZ,Limenitis arthemis,9,45
2010,7,31,Matt,RamseyCanyonAZ,Limenitis arthemis,1,50
2011,7,30,Matt,RamseyCanyonAZ,Limenitis arthemis,9,46.5
2012,8,4,Matt,RamseyCanyonAZ,Limenitis arthemis,12,56
2013,8,3,Matt,RamseyCanyonAZ,Limenitis arthemis,13,82
2014,8,2,Matt,RamseyCanyonAZ,Limenitis arthemis,1,45.5
2015,8,6,Matt,RamseyCanyonAZ,Limenitis arthemis,9,53
2016,8,1,Matt,RamseyCanyonAZ,Limenitis arthemis,2,41.5
2017,8,1,Matt,RamseyCanyonAZ,Limenitis arthemis,13,44
2018,8,6,Matt,RamseyCanyonAZ,Limenitis arthemis,15,59.5
1993,7,30,Matt,SabinoCanyonAZ,Limenitis arthemis,2,5
1994,7,22,Matt,SabinoCanyonAZ,Limenitis arthemis,1,24
2001,7,18,Matt,SabinoCanyonAZ,Limenitis arthemis,1,23
2002,7,31,Matt,SabinoCanyonAZ,Limenitis arthemis,1,15
2010,7,17,Matt,SabinoCanyonAZ,Limenitis arthemis,7,32
2011,7,16,Matt,SabinoCanyonAZ,Limenitis arthemis,3,26.5
2012,7,21,Matt,SabinoCanyonAZ,Limenitis arthemis,3,18
2013,7,20,Matt,SabinoCanyonAZ,Limenitis arthemis,7,31.5
2014,7,19,Matt,SabinoCanyonAZ,Limenitis arthemis,6,33.5
2016,7,16,Matt,SabinoCanyonAZ,Limenitis arthemis,1,45.5
2017,7,15,Matt,SabinoCanyonAZ,Limenitis arthemis,3,38.5
2018,7,31,Matt,SabinoCanyonAZ,Limenitis arthemis,7,33.5
2012,7,29,Matt,SantaRitaMountains,Limenitis arthemis,3,18.5
2013,7,28,Matt,SantaRitaMountains,Limenitis arthemis,5,26.5
2014,7,27,Matt,SantaRitaMountains,Limenitis arthemis,4,27
2015,7,26,Matt,SantaRitaMountains,Limenitis arthemis,7,43
2016,7,31,Matt,SantaRitaMountains,Limenitis arthemis,3,40.5
2017,7,26,Matt,SantaRitaMountains,Limenitis arthemis,8,38
2018,7,29,Matt,SantaRitaMountains,Limenitis arthemis,12,41.5
2017,9,4,Matt,Cottonwood,Limenitis weidemeyerii,1,8
2015,7,5,Matt,GrandCanyonNorthRim,Limenitis weidemeyerii,6,6
2000,7,29,Matt,PortalAZ,Limenitis weidemeyerii,1,45
2001,7,28,Matt,PortalAZ,Limenitis weidemeyerii,3,28.5
1980,7,15,Matt,SpringervilleAZ,Limenitis weidemeyerii,8,9
2015,6,14,Matt,GrandCanyonSouthRim,Lycaeides melissa,1,6
1980,7,15,Matt,SpringervilleAZ,Lycaeides melissa,2,9
1980,7,15,Matt,SpringervilleAZ,Lycaena rubidus,12,9
1987,8,22,Matt,AtascosaHighlandsAZ,Marpesia petreus,1,35
2001,8,11,Matt,PatagoniaAZ,Marpesia petreus,1,75
2015,5,31,Matt,GrandCanyonDesertView,Megathymus streckeri,1,6
1984,8,5,Matt,AtascosaHighlandsAZ,Megathymus ursus,1,41
1990,8,11,Matt,PatagoniaAZ,Megathymus ursus,1,37
1991,8,6,Matt,PatagoniaAZ,Megathymus ursus,1,61
1999,8,9,Matt,PatagoniaAZ,Megathymus ursus,1,72.5
2009,8,8,Matt,PatagoniaAZ,Megathymus ursus,1,71
2015,8,11,Matt,PatagoniaAZ,Megathymus ursus,1,81
1981,7,19,Matt,RamseyCanyonAZ,Megathymus ursus,1,27
1983,8,6,Matt,RamseyCanyonAZ,Megathymus ursus,1,56
1987,8,9,Matt,RamseyCanyonAZ,Megathymus ursus,3,69
2008,8,2,Matt,RamseyCanyonAZ,Megathymus ursus,1,54
2015,7,26,Matt,SantaRitaMountains,Megathymus ursus,1,43
2016,7,31,Matt,SantaRitaMountains,Megathymus ursus,2,40.5
1980,7,19,Matt,AtascosaHighlandsAZ,Megisto rubricata,6,26
1982,6,20,Matt,AtascosaHighlandsAZ,Megisto rubricata,38,19
1983,7,30,Matt,AtascosaHighlandsAZ,Megisto rubricata,24,26
1984,8,5,Matt,AtascosaHighlandsAZ,Megisto rubricata,5,41
1986,8,30,Matt,AtascosaHighlandsAZ,Megisto rubricata,84,35
1988,8,13,Matt,AtascosaHighlandsAZ,Megisto rubricata,1,33.5
1989,8,20,Matt,AtascosaHighlandsAZ,Megisto rubricata,16,56
1990,8,18,Matt,AtascosaHighlandsAZ,Megisto rubricata,67,50
1991,8,10,Matt,AtascosaHighlandsAZ,Megisto rubricata,25,43.5
1992,8,16,Matt,AtascosaHighlandsAZ,Megisto rubricata,8,62
1993,8,14,Matt,AtascosaHighlandsAZ,Megisto rubricata,26,45
1994,8,13,Matt,AtascosaHighlandsAZ,Megisto rubricata,1,28
1995,8,20,Matt,AtascosaHighlandsAZ,Megisto rubricata,9,51
1996,8,18,Matt,AtascosaHighlandsAZ,Megisto rubricata,19,42
1997,8,16,Matt,AtascosaHighlandsAZ,Megisto rubricata,22,49
1998,8,15,Matt,AtascosaHighlandsAZ,Megisto rubricata,2,53.5
1999,8,14,Matt,AtascosaHighlandsAZ,Megisto rubricata,47,64
2000,8,19,Matt,AtascosaHighlandsAZ,Megisto rubricata,150,65
2001,8,18,Matt,AtascosaHighlandsAZ,Megisto rubricata,55,56
1986,8,23,Matt,PatagoniaAZ,Megisto rubricata,50,54
1987,8,15,Matt,PatagoniaAZ,Megisto rubricata,2,54
1988,8,6,Matt,PatagoniaAZ,Megisto rubricata,2,52
1989,8,13,Matt,PatagoniaAZ,Megisto rubricata,33,65
1991,8,6,Matt,PatagoniaAZ,Megisto rubricata,23,61
1992,8,9,Matt,PatagoniaAZ,Megisto rubricata,3,56.5
1993,8,7,Matt,PatagoniaAZ,Megisto rubricata,6,55
1994,8,6,Matt,PatagoniaAZ,Megisto rubricata,14,75
1995,8,13,Matt,PatagoniaAZ,Megisto rubricata,9,60
1997,8,9,Matt,PatagoniaAZ,Megisto rubricata,44,51
1998,8,8,Matt,PatagoniaAZ,Megisto rubricata,123,66.5
1999,8,9,Matt,PatagoniaAZ,Megisto rubricata,21,72.5
2000,8,12,Matt,PatagoniaAZ,Megisto rubricata,37,64
2001,8,11,Matt,PatagoniaAZ,Megisto rubricata,15,75
2003,8,9,Matt,PatagoniaAZ,Megisto rubricata,5,43.5
2004,8,7,Matt,PatagoniaAZ,Megisto rubricata,14,38
2005,8,6,Matt,PatagoniaAZ,Megisto rubricata,30,61.5
2006,8,5,Matt,PatagoniaAZ,Megisto rubricata,6,35
2007,8,18,Matt,PatagoniaAZ,Megisto rubricata,3,58
2009,8,8,Matt,PatagoniaAZ,Megisto rubricata,5,71
2011,8,6,Matt,PatagoniaAZ,Megisto rubricata,16,79
2012,8,11,Matt,PatagoniaAZ,Megisto rubricata,18,62
2013,8,10,Matt,PatagoniaAZ,Megisto rubricata,7,73
2014,8,9,Matt,PatagoniaAZ,Megisto rubricata,1,80
2016,8,8,Matt,PatagoniaAZ,Megisto rubricata,1,45.5
2017,8,7,Matt,PatagoniaAZ,Megisto rubricata,3,54
2018,8,12,Matt,PatagoniaAZ,Megisto rubricata,2,62.5
2000,7,29,Matt,PortalAZ,Megisto rubricata,13,45
2001,7,28,Matt,PortalAZ,Megisto rubricata,15,28.5
2002,7,27,Matt,PortalAZ,Megisto rubricata,1,25
2003,7,26,Matt,PortalAZ,Megisto rubricata,4,16
2004,8,14,Matt,PortalAZ,Megisto rubricata,1,33.5
2005,8,13,Matt,PortalAZ,Megisto rubricata,3,32
2009,7,25,Matt,PortalAZ,Megisto rubricata,2,20
2012,7,28,Matt,PortalAZ,Megisto rubricata,8,18
2013,7,27,Matt,PortalAZ,Megisto rubricata,7,22.5
2014,7,26,Matt,PortalAZ,Megisto rubricata,1,17
2015,8,2,Matt,PortalAZ,Megisto rubricata,1,15.5
2016,7,23,Matt,PortalAZ,Megisto rubricata,4,20
2017,7,23,Matt,PortalAZ,Megisto rubricata,9,20
2018,7,27,Matt,PortalAZ,Megisto rubricata,6,26.5
1979,7,15,Matt,RamseyCanyonAZ,Megisto rubricata,16,32
1980,7,13,Matt,RamseyCanyonAZ,Megisto rubricata,6,17
1981,7,19,Matt,RamseyCanyonAZ,Megisto rubricata,50,27
1982,6,24,Matt,RamseyCanyonAZ,Megisto rubricata,71,33
1983,8,6,Matt,RamseyCanyonAZ,Megisto rubricata,56,56
1984,8,11,Matt,RamseyCanyonAZ,Megisto rubricata,4,58.5
1985,8,10,Matt,RamseyCanyonAZ,Megisto rubricata,6,52
1987,8,9,Matt,RamseyCanyonAZ,Megisto rubricata,6,69
1988,7,30,Matt,RamseyCanyonAZ,Megisto rubricata,4,28
1989,8,6,Matt,RamseyCanyonAZ,Megisto rubricata,24,61
1990,8,4,Matt,RamseyCanyonAZ,Megisto rubricata,48,55
1991,7,30,Matt,RamseyCanyonAZ,Megisto rubricata,124,61.5
1992,8,2,Matt,RamseyCanyonAZ,Megisto rubricata,30,55
1993,7,31,Matt,RamseyCanyonAZ,Megisto rubricata,34,45.5
1994,7,30,Matt,RamseyCanyonAZ,Megisto rubricata,26,44
1995,8,6,Matt,RamseyCanyonAZ,Megisto rubricata,55,70
1996,8,5,Matt,RamseyCanyonAZ,Megisto rubricata,29,67.5
1997,8,2,Matt,RamseyCanyonAZ,Megisto rubricata,64,58
1998,8,1,Matt,RamseyCanyonAZ,Megisto rubricata,124,56.5
1999,8,3,Matt,RamseyCanyonAZ,Megisto rubricata,152,76
2000,8,5,Matt,RamseyCanyonAZ,Megisto rubricata,10,56
2001,8,4,Matt,RamseyCanyonAZ,Megisto rubricata,23,63
2002,8,3,Matt,RamseyCanyonAZ,Megisto rubricata,7,52
2003,8,2,Matt,RamseyCanyonAZ,Megisto rubricata,25,47
2004,7,31,Matt,RamseyCanyonAZ,Megisto rubricata,113,43.5
2005,7,31,Matt,RamseyCanyonAZ,Megisto rubricata,93,54.5
2006,7,29,Matt,RamseyCanyonAZ,Megisto rubricata,17,49
2007,8,11,Matt,RamseyCanyonAZ,Megisto rubricata,14,50
2008,8,2,Matt,RamseyCanyonAZ,Megisto rubricata,25,54
2009,8,1,Matt,RamseyCanyonAZ,Megisto rubricata,11,45
2011,7,30,Matt,RamseyCanyonAZ,Megisto rubricata,16,46.5
2012,8,4,Matt,RamseyCanyonAZ,Megisto rubricata,9,56
2013,8,3,Matt,RamseyCanyonAZ,Megisto rubricata,20,82
2014,8,2,Matt,RamseyCanyonAZ,Megisto rubricata,2,45.5
2015,8,6,Matt,RamseyCanyonAZ,Megisto rubricata,4,53
2016,8,1,Matt,RamseyCanyonAZ,Megisto rubricata,1,41.5
2017,8,1,Matt,RamseyCanyonAZ,Megisto rubricata,4,44
2018,8,6,Matt,RamseyCanyonAZ,Megisto rubricata,19,59.5
1997,7,26,Matt,SabinoCanyonAZ,Megisto rubricata,2,19
2011,7,16,Matt,SabinoCanyonAZ,Megisto rubricata,3,26.5
2013,7,20,Matt,SabinoCanyonAZ,Megisto rubricata,1,31.5
2016,7,16,Matt,SabinoCanyonAZ,Megisto rubricata,3,45.5
2011,7,31,Matt,SantaRitaMountains,Megisto rubricata,10,16
2012,7,29,Matt,SantaRitaMountains,Megisto rubricata,12,18.5
2013,7,28,Matt,SantaRitaMountains,Megisto rubricata,14,26.5
2014,7,27,Matt,SantaRitaMountains,Megisto rubricata,19,27
2015,7,26,Matt,SantaRitaMountains,Megisto rubricata,17,43
2016,7,31,Matt,SantaRitaMountains,Megisto rubricata,5,40.5
2017,7,26,Matt,SantaRitaMountains,Megisto rubricata,8,38
1986,8,30,Matt,AtascosaHighlandsAZ,Mestra amymone,1,35
1992,8,16,Matt,AtascosaHighlandsAZ,Mestra amymone,10,62
1997,8,16,Matt,AtascosaHighlandsAZ,Mestra amymone,1,49
1986,8,23,Matt,PatagoniaAZ,Mestra amymone,1,54
1992,8,9,Matt,PatagoniaAZ,Mestra amymone,2,56.5
1995,8,13,Matt,PatagoniaAZ,Mestra amymone,1,60
2004,8,7,Matt,PatagoniaAZ,Mestra amymone,1,38
1995,8,6,Matt,RamseyCanyonAZ,Mestra amymone,1,70
2004,7,31,Matt,RamseyCanyonAZ,Mestra amymone,1,43.5
2015,8,11,Matt,PatagoniaAZ,Microtia elva,11,81
2016,8,8,Matt,PatagoniaAZ,Microtia elva,1,45.5
2017,8,7,Matt,PatagoniaAZ,Microtia elva,1,54
2018,8,12,Matt,PatagoniaAZ,Microtia elva,2,62.5
2013,7,28,Matt,SantaRitaMountains,Microtia elva,13,26.5
2014,7,27,Matt,SantaRitaMountains,Microtia elva,7,27
2015,7,26,Matt,SantaRitaMountains,Microtia elva,7,43
2016,7,31,Matt,SantaRitaMountains,Microtia elva,3,40.5
2017,7,26,Matt,SantaRitaMountains,Microtia elva,9,38
