"genus_species","site_name","Year","pres","visits"
"sp1","Castle Peak",-21.6707616707617,0,6
"sp1","Castle Peak",-20.6707616707617,0,3
"sp1","Castle Peak",-19.6707616707617,0,4
"sp1","Castle Peak",-18.6707616707617,0,3
"sp1","Castle Peak",-17.6707616707617,0,2
"sp1","Castle Peak",-16.6707616707617,0,4
"sp1","Castle Peak",-15.6707616707617,1,3
"sp1","Castle Peak",-14.6707616707617,0,3
"sp1","Castle Peak",-13.6707616707617,0,4
"sp1","Castle Peak",-12.6707616707617,0,4
"sp1","Castle Peak",-11.6707616707617,0,4
"sp1","Castle Peak",-10.6707616707617,0,7
"sp1","Castle Peak",-9.67076167076175,2,10
"sp1","Castle Peak",-8.67076167076175,1,7
"sp1","Castle Peak",-7.67076167076175,1,10
"sp1","Castle Peak",-6.67076167076175,1,8
"sp1","Castle Peak",-5.67076167076175,0,8
"sp1","Castle Peak",-4.67076167076175,0,8
"sp1","Castle Peak",-3.67076167076175,0,7
"sp1","Castle Peak",-2.67076167076175,1,5
"sp1","Castle Peak",-1.67076167076175,1,9
"sp1","Castle Peak",-0.670761670761749,0,8
"sp1","Castle Peak",0.329238329238251,0,8
"sp1","Castle Peak",1.32923832923825,0,6
"sp1","Castle Peak",2.32923832923825,2,9
"sp1","Castle Peak",3.32923832923825,1,7
"sp1","Castle Peak",4.32923832923825,0,8
"sp1","Castle Peak",5.32923832923825,0,6
"sp1","Castle Peak",6.32923832923825,0,6
"sp1","Castle Peak",7.32923832923825,0,4
"sp1","Castle Peak",8.32923832923825,1,6
"sp1","Castle Peak",9.32923832923825,1,8
"sp1","Castle Peak",10.3292383292383,2,7
"sp1","Castle Peak",11.3292383292383,0,6
"sp1","Castle Peak",12.3292383292383,0,5
"sp1","Castle Peak",13.3292383292383,2,7
"sp1","Castle Peak",14.3292383292383,1,7
"sp1","Castle Peak",15.3292383292383,3,9
"sp1","Castle Peak",16.3292383292383,1,7
"sp1","Castle Peak",17.3292383292383,1,5
"sp1","Castle Peak",18.3292383292383,1,5
"sp1","Castle Peak",19.3292383292383,0,8
"sp1","Castle Peak",20.3292383292383,0,8
"sp1","Gates Canyon",1.32923832923825,15,30
"sp1","Gates Canyon",2.32923832923825,15,27
"sp1","Gates Canyon",3.32923832923825,15,28
"sp1","Gates Canyon",4.32923832923825,17,28
"sp1","Gates Canyon",5.32923832923825,14,28
"sp1","Gates Canyon",6.32923832923825,14,31
"sp1","Gates Canyon",7.32923832923825,12,28
"sp1","Gates Canyon",8.32923832923825,14,29
"sp1","Gates Canyon",9.32923832923825,11,26
"sp1","Gates Canyon",10.3292383292383,13,28
"sp1","Gates Canyon",11.3292383292383,17,29
"sp1","Gates Canyon",12.3292383292383,12,29
"sp1","Gates Canyon",13.3292383292383,15,33
"sp1","Gates Canyon",14.3292383292383,15,32
"sp1","Gates Canyon",15.3292383292383,17,30
"sp1","Gates Canyon",16.3292383292383,20,32
"sp1","Gates Canyon",17.3292383292383,15,30
"sp1","Gates Canyon",18.3292383292383,16,31
"sp1","Gates Canyon",19.3292383292383,18,32
"sp1","Gates Canyon",20.3292383292383,18,31
"sp1","North Sacramento",14.3292383292383,0,32
"sp1","North Sacramento",15.3292383292383,0,33
"sp1","North Sacramento",16.3292383292383,0,32
"sp1","North Sacramento",17.3292383292383,1,33
"sp1","North Sacramento",18.3292383292383,0,33
"sp1","North Sacramento",19.3292383292383,0,30
"sp1","North Sacramento",20.3292383292383,0,33
"sp1","Suisun Marsh",-18.6707616707617,2,19
"sp1","Suisun Marsh",-17.6707616707617,0,19
"sp1","Suisun Marsh",-16.6707616707617,0,18
"sp1","Suisun Marsh",-15.6707616707617,1,18
"sp1","Suisun Marsh",-14.6707616707617,1,20
"sp1","Suisun Marsh",-13.6707616707617,1,18
"sp1","Suisun Marsh",-12.6707616707617,1,19
"sp1","Suisun Marsh",-11.6707616707617,0,21
"sp1","Suisun Marsh",-10.6707616707617,1,22
"sp1","West Sacramento",-10.6707616707617,0,18
"sp1","West Sacramento",-9.67076167076175,0,26
"sp1","West Sacramento",-8.67076167076175,0,31
"sp1","West Sacramento",-7.67076167076175,0,28
"sp1","West Sacramento",-6.67076167076175,2,27
"sp1","West Sacramento",-5.67076167076175,0,27
"sp1","West Sacramento",-4.67076167076175,0,23
"sp1","West Sacramento",-3.67076167076175,0,27
"sp1","West Sacramento",-2.67076167076175,0,28
"sp1","West Sacramento",-1.67076167076175,0,29
"sp1","West Sacramento",-0.670761670761749,0,28
"sp1","West Sacramento",0.329238329238251,0,29
"sp1","West Sacramento",1.32923832923825,0,30
"sp1","West Sacramento",2.32923832923825,0,30
"sp1","West Sacramento",3.32923832923825,0,32
"sp1","West Sacramento",4.32923832923825,0,33
"sp1","West Sacramento",5.32923832923825,1,32
"sp1","West Sacramento",6.32923832923825,0,33
"sp1","West Sacramento",7.32923832923825,0,32
"sp1","West Sacramento",8.32923832923825,0,30
"sp1","West Sacramento",9.32923832923825,0,30
"sp1","West Sacramento",10.3292383292383,0,33
"sp1","West Sacramento",11.3292383292383,0,35
"sp1","West Sacramento",12.3292383292383,0,31
"sp1","West Sacramento",13.3292383292383,1,35
"sp1","West Sacramento",14.3292383292383,0,35
"sp1","West Sacramento",15.3292383292383,1,32
"sp1","West Sacramento",16.3292383292383,0,34
"sp1","West Sacramento",17.3292383292383,1,32
"sp1","West Sacramento",18.3292383292383,0,32
"sp1","West Sacramento",19.3292383292383,0,31
"sp1","West Sacramento",20.3292383292383,0,33
"sp1","Donner Pass",1.32923832923825,1,20
"sp1","Donner Pass",2.32923832923825,2,18
"sp1","Donner Pass",3.32923832923825,4,13
"sp1","Donner Pass",4.32923832923825,3,16
"sp1","Donner Pass",5.32923832923825,5,14
"sp1","Donner Pass",6.32923832923825,3,16
"sp1","Donner Pass",7.32923832923825,5,18
"sp1","Donner Pass",8.32923832923825,5,15
"sp1","Donner Pass",9.32923832923825,3,18
"sp1","Donner Pass",10.3292383292383,6,20
"sp1","Donner Pass",11.3292383292383,1,19
"sp1","Donner Pass",12.3292383292383,0,14
"sp1","Donner Pass",13.3292383292383,1,21
"sp1","Donner Pass",14.3292383292383,4,18
"sp1","Donner Pass",15.3292383292383,2,21
"sp1","Donner Pass",16.3292383292383,2,22
"sp1","Donner Pass",17.3292383292383,4,15
"sp1","Donner Pass",18.3292383292383,0,16
"sp1","Donner Pass",19.3292383292383,7,27
"sp1","Donner Pass",20.3292383292383,0,15
"sp1","Lang Crossing",-21.6707616707617,4,12
"sp1","Lang Crossing",-20.6707616707617,10,15
"sp1","Lang Crossing",-19.6707616707617,6,7
"sp1","Lang Crossing",-18.6707616707617,9,12
"sp1","Lang Crossing",-17.6707616707617,5,7
"sp1","Lang Crossing",-16.6707616707617,7,12
"sp1","Lang Crossing",-15.6707616707617,6,10
"sp1","Lang Crossing",-14.6707616707617,7,14
"sp1","Lang Crossing",-13.6707616707617,7,16
"sp1","Lang Crossing",-12.6707616707617,8,14
"sp1","Lang Crossing",-11.6707616707617,7,12
"sp1","Lang Crossing",-10.6707616707617,8,19
"sp1","Lang Crossing",-9.67076167076175,10,17
"sp1","Lang Crossing",-8.67076167076175,7,16
"sp1","Washington",-10.6707616707617,9,13
"sp1","Washington",-9.67076167076175,10,15
"sp1","Washington",-8.67076167076175,10,14
"sp1","Washington",-7.67076167076175,11,13
"sp1","Washington",-6.67076167076175,13,21
"sp1","Washington",-5.67076167076175,13,20
"sp1","Washington",-4.67076167076175,15,21
"sp1","Washington",-3.67076167076175,15,22
"sp1","Washington",-2.67076167076175,12,22
"sp1","Washington",-1.67076167076175,15,22
"sp1","Washington",-0.670761670761749,11,22
"sp1","Washington",0.329238329238251,11,21
"sp1","Washington",1.32923832923825,12,20
"sp1","Washington",2.32923832923825,14,26
"sp1","Washington",3.32923832923825,9,20
"sp1","Washington",4.32923832923825,11,23
"sp1","Washington",5.32923832923825,10,17
"sp1","Washington",6.32923832923825,8,19
"sp1","Washington",7.32923832923825,14,21
"sp1","Washington",8.32923832923825,11,20
"sp1","Washington",9.32923832923825,10,20
"sp1","Washington",10.3292383292383,11,21
"sp1","Washington",11.3292383292383,11,18
"sp1","Washington",12.3292383292383,6,19
"sp1","Washington",13.3292383292383,16,23
"sp1","Washington",14.3292383292383,13,21
"sp1","Washington",15.3292383292383,13,21
"sp1","Washington",16.3292383292383,13,20
"sp1","Washington",17.3292383292383,12,21
"sp1","Washington",18.3292383292383,10,20
"sp1","Washington",19.3292383292383,12,17
"sp1","Washington",20.3292383292383,12,18
"sp1","North Sacramento",4.32923832923825,0,31
"sp1","North Sacramento",5.32923832923825,0,28
"sp1","North Sacramento",6.32923832923825,0,29
"sp1","North Sacramento",7.32923832923825,0,33
"sp1","North Sacramento",8.32923832923825,0,32
"sp1","North Sacramento",9.32923832923825,0,32
"sp1","North Sacramento",10.3292383292383,0,31
"sp1","Suisun Marsh",-26.6707616707617,0,7
"sp1","Suisun Marsh",-25.6707616707617,1,18
"sp1","Suisun Marsh",-24.6707616707617,1,32
"sp1","Suisun Marsh",-23.6707616707617,3,26
"sp1","Suisun Marsh",-22.6707616707617,1,30
"sp1","Suisun Marsh",-21.6707616707617,2,27
"sp1","Suisun Marsh",-20.6707616707617,2,34
"sp1","Suisun Marsh",-19.6707616707617,1,17
"sp1","Rancho Cordova",-6.67076167076175,0,25
"sp1","Rancho Cordova",-5.67076167076175,2,23
"sp1","Rancho Cordova",-4.67076167076175,6,24
"sp1","Rancho Cordova",-3.67076167076175,3,25
"sp1","Rancho Cordova",-2.67076167076175,6,27
"sp1","Rancho Cordova",-1.67076167076175,8,30
"sp1","Rancho Cordova",-0.670761670761749,6,29
"sp1","Rancho Cordova",0.329238329238251,8,30
"sp1","Rancho Cordova",1.32923832923825,1,28
"sp1","Suisun Marsh",-9.67076167076175,3,24
"sp1","Suisun Marsh",-8.67076167076175,1,25
"sp1","Suisun Marsh",-7.67076167076175,0,28
"sp1","Suisun Marsh",-6.67076167076175,1,25
"sp1","Suisun Marsh",-5.67076167076175,3,28
"sp1","Suisun Marsh",-4.67076167076175,1,22
"sp1","Suisun Marsh",-3.67076167076175,1,22
"sp1","Suisun Marsh",-2.67076167076175,3,25
"sp1","Suisun Marsh",-1.67076167076175,2,28
"sp1","Suisun Marsh",-0.670761670761749,2,26
"sp1","Suisun Marsh",0.329238329238251,3,30
"sp1","Suisun Marsh",1.32923832923825,0,31
"sp1","Suisun Marsh",2.32923832923825,1,30
"sp1","Suisun Marsh",3.32923832923825,1,30
"sp1","Rancho Cordova",-23.6707616707617,0,10
"sp1","Rancho Cordova",-22.6707616707617,0,38
"sp1","Rancho Cordova",-21.6707616707617,1,34
"sp1","Rancho Cordova",-20.6707616707617,15,33
"sp1","Rancho Cordova",-19.6707616707617,6,20
"sp1","Rancho Cordova",-18.6707616707617,6,19
"sp1","Rancho Cordova",-17.6707616707617,8,20
"sp1","Rancho Cordova",-16.6707616707617,3,20
"sp1","Rancho Cordova",-15.6707616707617,5,18
"sp1","Rancho Cordova",-14.6707616707617,2,22
"sp1","Rancho Cordova",-13.6707616707617,7,17
"sp1","Rancho Cordova",-12.6707616707617,4,19
"sp1","Rancho Cordova",-11.6707616707617,4,21
"sp1","Rancho Cordova",-10.6707616707617,5,20
"sp1","Rancho Cordova",-9.67076167076175,3,21
"sp1","Rancho Cordova",-8.67076167076175,4,26
"sp1","Rancho Cordova",-7.67076167076175,0,26
"sp1","Lang Crossing",-1.67076167076175,11,15
"sp1","Lang Crossing",-0.670761670761749,4,16
"sp1","Lang Crossing",0.329238329238251,10,16
"sp1","Lang Crossing",1.32923832923825,7,19
"sp1","Lang Crossing",2.32923832923825,6,20
"sp1","Lang Crossing",3.32923832923825,5,17
"sp1","Lang Crossing",4.32923832923825,6,21
"sp1","Lang Crossing",5.32923832923825,10,17
"sp1","Lang Crossing",6.32923832923825,7,13
"sp1","Rancho Cordova",2.32923832923825,1,27
"sp1","Rancho Cordova",3.32923832923825,1,30
"sp1","Rancho Cordova",4.32923832923825,1,29
"sp1","Rancho Cordova",5.32923832923825,2,26
"sp1","Rancho Cordova",6.32923832923825,0,31
"sp1","Rancho Cordova",7.32923832923825,1,31
"sp1","Rancho Cordova",8.32923832923825,1,30
"sp1","Rancho Cordova",9.32923832923825,0,29
"sp1","Lang Crossing",-24.6707616707617,9,16
"sp1","Lang Crossing",-23.6707616707617,8,15
"sp1","Lang Crossing",-22.6707616707617,3,6
"sp1","Rancho Cordova",13.3292383292383,0,32
"sp1","Rancho Cordova",14.3292383292383,2,31
"sp1","Rancho Cordova",15.3292383292383,1,33
"sp1","Rancho Cordova",16.3292383292383,2,30
"sp1","Rancho Cordova",17.3292383292383,3,32
"sp1","Rancho Cordova",18.3292383292383,0,35
"sp1","Rancho Cordova",19.3292383292383,0,30
"sp1","Rancho Cordova",20.3292383292383,2,35
"sp1","Sierra Valley",18.3292383292383,0,19
"sp1","Sierra Valley",19.3292383292383,1,19
"sp1","Sierra Valley",20.3292383292383,0,16
"sp1","Suisun Marsh",11.3292383292383,3,31
"sp1","Gates Canyon",-22.6707616707617,10,21
"sp1","Gates Canyon",-21.6707616707617,6,7
"sp1","Lang Crossing",-7.67076167076175,7,16
"sp1","Lang Crossing",-6.67076167076175,7,16
"sp1","Lang Crossing",-5.67076167076175,9,17
"sp1","Lang Crossing",-4.67076167076175,13,19
"sp1","Lang Crossing",-3.67076167076175,10,19
"sp1","Lang Crossing",-2.67076167076175,8,18
"sp1","Suisun Marsh",20.3292383292383,1,33
"sp1","Donner Pass",0.329238329238251,4,15
"sp1","Sierra Valley",-11.6707616707617,0,13
"sp1","Sierra Valley",-10.6707616707617,2,17
"sp1","Sierra Valley",-9.67076167076175,0,15
"sp1","Sierra Valley",-8.67076167076175,0,19
"sp1","Sierra Valley",-7.67076167076175,1,17
"sp1","Sierra Valley",-6.67076167076175,0,18
"sp1","Sierra Valley",-5.67076167076175,2,18
"sp1","Lang Crossing",7.32923832923825,7,20
"sp1","Lang Crossing",8.32923832923825,6,17
"sp1","Lang Crossing",9.32923832923825,5,14
"sp1","Lang Crossing",10.3292383292383,7,16
"sp1","Lang Crossing",11.3292383292383,7,17
"sp1","Lang Crossing",12.3292383292383,7,17
"sp1","Lang Crossing",13.3292383292383,10,20
"sp1","Lang Crossing",14.3292383292383,9,18
"sp1","Lang Crossing",15.3292383292383,8,18
"sp1","Lang Crossing",16.3292383292383,8,18
"sp1","Lang Crossing",17.3292383292383,6,17
"sp1","Lang Crossing",18.3292383292383,3,15
"sp1","Lang Crossing",19.3292383292383,6,23
"sp1","Lang Crossing",20.3292383292383,6,14
"sp1","North Sacramento",1.32923832923825,0,28
"sp1","North Sacramento",2.32923832923825,0,31
"sp1","North Sacramento",3.32923832923825,0,31
"sp1","Suisun Marsh",6.32923832923825,3,30
"sp1","Suisun Marsh",7.32923832923825,1,32
"sp1","Suisun Marsh",8.32923832923825,1,31
"sp1","Suisun Marsh",9.32923832923825,0,30
"sp1","Suisun Marsh",10.3292383292383,2,28
"sp1","Sierra Valley",17.3292383292383,1,19
"sp1","Suisun Marsh",12.3292383292383,1,29
"sp1","Suisun Marsh",13.3292383292383,1,30
"sp1","North Sacramento",11.3292383292383,0,32
"sp1","North Sacramento",12.3292383292383,0,32
"sp1","North Sacramento",13.3292383292383,0,35
"sp1","Suisun Marsh",17.3292383292383,1,30
"sp1","Suisun Marsh",18.3292383292383,0,32
"sp1","Suisun Marsh",19.3292383292383,0,30
"sp1","Gates Canyon",-15.6707616707617,8,16
"sp1","Gates Canyon",-14.6707616707617,8,20
"sp1","Gates Canyon",-13.6707616707617,9,17
"sp1","Gates Canyon",-12.6707616707617,11,18
"sp1","Gates Canyon",-11.6707616707617,9,21
"sp1","Gates Canyon",-10.6707616707617,11,24
"sp1","Gates Canyon",-9.67076167076175,11,23
"sp1","Gates Canyon",-8.67076167076175,13,29
"sp1","Gates Canyon",-7.67076167076175,7,24
"sp1","Sierra Valley",-4.67076167076175,3,16
"sp1","Sierra Valley",-3.67076167076175,0,14
"sp1","Sierra Valley",-2.67076167076175,0,16
"sp1","Sierra Valley",-1.67076167076175,1,14
"sp1","Sierra Valley",-0.670761670761749,0,16
"sp1","Sierra Valley",0.329238329238251,0,17
"sp1","Sierra Valley",1.32923832923825,0,19
"sp1","Donner Pass",-25.6707616707617,2,14
"sp1","Donner Pass",-24.6707616707617,3,16
"sp1","Donner Pass",-23.6707616707617,1,15
"sp1","Donner Pass",-22.6707616707617,4,23
"sp1","Donner Pass",-21.6707616707617,0,13
"sp1","Donner Pass",-20.6707616707617,2,13
"sp1","Donner Pass",-19.6707616707617,3,7
"sp1","Donner Pass",-18.6707616707617,1,11
"sp1","Suisun Marsh",4.32923832923825,1,35
"sp1","Suisun Marsh",5.32923832923825,4,29
"sp1","Sierra Valley",12.3292383292383,0,17
"sp1","Sierra Valley",13.3292383292383,1,19
"sp1","Sierra Valley",14.3292383292383,0,18
"sp1","Sierra Valley",15.3292383292383,0,20
"sp1","Sierra Valley",16.3292383292383,0,20
"sp1","Donner Pass",-11.6707616707617,2,13
"sp1","Donner Pass",-10.6707616707617,4,20
"sp1","Donner Pass",-9.67076167076175,5,16
"sp1","Suisun Marsh",14.3292383292383,2,31
"sp1","Suisun Marsh",15.3292383292383,1,33
"sp1","Suisun Marsh",16.3292383292383,1,31
"sp1","Gates Canyon",-18.6707616707617,11,16
"sp1","Gates Canyon",-17.6707616707617,6,13
"sp1","Gates Canyon",-16.6707616707617,7,14
"sp1","Sierra Valley",-14.6707616707617,0,5
"sp1","Sierra Valley",-13.6707616707617,0,10
"sp1","Sierra Valley",-12.6707616707617,0,10
"sp1","Donner Pass",-0.670761670761749,2,15
"sp1","Sierra Valley",3.32923832923825,1,19
"sp1","Rancho Cordova",10.3292383292383,0,29
"sp1","Rancho Cordova",11.3292383292383,1,29
"sp1","Rancho Cordova",12.3292383292383,0,32
"sp1","Sierra Valley",7.32923832923825,0,18
"sp1","Gates Canyon",-6.67076167076175,7,27
"sp1","Gates Canyon",-5.67076167076175,12,25
"sp1","Gates Canyon",-4.67076167076175,16,22
"sp1","Gates Canyon",-3.67076167076175,14,25
"sp1","Gates Canyon",-2.67076167076175,15,26
"sp1","Gates Canyon",-1.67076167076175,17,28
"sp1","Gates Canyon",-0.670761670761749,16,28
"sp1","Sierra Valley",2.32923832923825,0,18
"sp1","Donner Pass",-12.6707616707617,1,11
"sp1","North Sacramento",-5.67076167076175,0,27
"sp1","North Sacramento",-4.67076167076175,0,24
"sp1","North Sacramento",-3.67076167076175,0,25
"sp1","Donner Pass",-8.67076167076175,1,22
"sp1","Sierra Valley",8.32923832923825,0,16
"sp1","Sierra Valley",9.32923832923825,0,18
"sp1","Sierra Valley",10.3292383292383,3,18
"sp1","Sierra Valley",11.3292383292383,1,18
"sp1","Donner Pass",-16.6707616707617,2,10
"sp1","Donner Pass",-15.6707616707617,0,12
"sp1","Donner Pass",-14.6707616707617,1,13
"sp1","Donner Pass",-13.6707616707617,4,16
"sp1","Gates Canyon",0.329238329238251,16,31
"sp1","North Sacramento",-10.6707616707617,0,12
"sp1","North Sacramento",-9.67076167076175,0,21
"sp1","North Sacramento",-8.67076167076175,0,26
"sp1","North Sacramento",-2.67076167076175,0,28
"sp1","Gates Canyon",-20.6707616707617,18,24
"sp1","Gates Canyon",-19.6707616707617,10,14
"sp1","Donner Pass",-5.67076167076175,1,18
"sp1","Sierra Valley",-16.6707616707617,0,9
"sp1","Sierra Valley",-15.6707616707617,0,7
"sp1","Donner Pass",-3.67076167076175,1,19
"sp1","Donner Pass",-2.67076167076175,4,16
"sp1","Donner Pass",-1.67076167076175,3,16
"sp1","Sierra Valley",4.32923832923825,3,17
"sp1","North Sacramento",-1.67076167076175,0,27
"sp1","North Sacramento",-0.670761670761749,0,28
"sp1","North Sacramento",0.329238329238251,2,30
"sp1","Donner Pass",-6.67076167076175,3,21
"sp1","Donner Pass",-17.6707616707617,4,12
"sp1","Donner Pass",-4.67076167076175,3,16
"sp1","Donner Pass",-7.67076167076175,0,22
"sp1","Sierra Valley",6.32923832923825,0,16
"sp1","North Sacramento",-6.67076167076175,0,27
"sp1","Sierra Valley",5.32923832923825,0,19
"sp1","North Sacramento",-7.67076167076175,0,26
"sp2","Washington",8.32923832923825,0,20
"sp2","Washington",9.32923832923825,0,20
"sp2","Washington",10.3292383292383,0,21
"sp2","Washington",11.3292383292383,0,18
"sp2","Washington",14.3292383292383,0,21
"sp2","Washington",7.32923832923825,0,21
"sp2","West Sacramento",20.3292383292383,8,33
"sp2","Washington",17.3292383292383,0,21
"sp2","Washington",18.3292383292383,0,20
"sp2","Washington",12.3292383292383,0,19
"sp2","Washington",15.3292383292383,0,21
"sp2","Washington",-4.67076167076175,0,21
"sp2","Washington",-3.67076167076175,0,22
"sp2","Lang Crossing",-24.6707616707617,0,16
"sp2","Washington",-7.67076167076175,0,13
"sp2","Washington",16.3292383292383,0,20
"sp2","Washington",-9.67076167076175,0,15
"sp2","Washington",-8.67076167076175,0,14
"sp2","Lang Crossing",-0.670761670761749,0,16
"sp2","Lang Crossing",-3.67076167076175,0,19
"sp2","Lang Crossing",-2.67076167076175,0,18
"sp2","Lang Crossing",-1.67076167076175,0,15
"sp2","Washington",0.329238329238251,0,21
"sp2","Washington",1.32923832923825,0,20
"sp2","Washington",-10.6707616707617,0,13
"sp2","Washington",13.3292383292383,0,23
"sp2","Washington",5.32923832923825,0,17
"sp2","Washington",6.32923832923825,0,19
"sp2","Washington",-6.67076167076175,0,21
"sp2","Washington",4.32923832923825,0,23
"sp2","Rancho Cordova",-20.6707616707617,0,33
"sp2","Suisun Marsh",6.32923832923825,1,30
"sp2","Lang Crossing",0.329238329238251,0,16
"sp2","Washington",-5.67076167076175,0,20
"sp2","Castle Peak",12.3292383292383,0,5
"sp2","Castle Peak",13.3292383292383,0,7
"sp2","Lang Crossing",2.32923832923825,0,20
"sp2","Lang Crossing",3.32923832923825,0,17
"sp2","Lang Crossing",4.32923832923825,0,21
"sp2","Lang Crossing",5.32923832923825,0,17
"sp2","Lang Crossing",6.32923832923825,0,13
"sp2","Lang Crossing",-4.67076167076175,0,19
"sp2","Castle Peak",7.32923832923825,0,4
"sp2","Castle Peak",8.32923832923825,0,6
"sp2","Castle Peak",9.32923832923825,0,8
"sp2","Suisun Marsh",7.32923832923825,0,32
"sp2","Lang Crossing",1.32923832923825,0,19
"sp2","Lang Crossing",13.3292383292383,0,20
"sp2","Lang Crossing",14.3292383292383,0,18
"sp2","Lang Crossing",15.3292383292383,0,18
"sp2","Lang Crossing",-23.6707616707617,0,15
"sp2","Lang Crossing",-22.6707616707617,0,6
"sp2","Lang Crossing",-21.6707616707617,0,12
"sp2","Lang Crossing",-20.6707616707617,0,15
"sp2","Lang Crossing",-19.6707616707617,0,7
"sp2","Lang Crossing",-18.6707616707617,0,12
"sp2","Lang Crossing",-17.6707616707617,0,7
"sp2","Lang Crossing",-16.6707616707617,0,12
"sp2","Castle Peak",10.3292383292383,0,7
"sp2","Castle Peak",11.3292383292383,0,6
"sp2","Washington",-2.67076167076175,0,22
"sp2","Washington",-1.67076167076175,0,22
"sp2","Washington",-0.670761670761749,0,22
"sp2","Lang Crossing",-10.6707616707617,0,19
"sp2","Washington",2.32923832923825,0,26
"sp2","Washington",3.32923832923825,0,20
"sp2","Lang Crossing",-6.67076167076175,0,16
"sp2","Lang Crossing",-5.67076167076175,0,17
"sp2","Castle Peak",6.32923832923825,0,6
"sp2","West Sacramento",-9.67076167076175,0,26
"sp2","West Sacramento",-8.67076167076175,0,31
"sp2","Lang Crossing",-15.6707616707617,0,10
"sp2","Lang Crossing",-14.6707616707617,0,14
"sp2","West Sacramento",-5.67076167076175,0,27
"sp2","West Sacramento",-4.67076167076175,0,23
"sp2","West Sacramento",-3.67076167076175,0,27
"sp2","West Sacramento",-2.67076167076175,0,28
"sp2","West Sacramento",-1.67076167076175,0,29
"sp2","West Sacramento",-0.670761670761749,0,28
"sp2","West Sacramento",0.329238329238251,0,29
"sp2","West Sacramento",1.32923832923825,0,30
"sp2","Lang Crossing",7.32923832923825,0,20
"sp2","Washington",19.3292383292383,0,17
"sp2","Washington",20.3292383292383,0,18
"sp2","West Sacramento",-7.67076167076175,0,28
"sp2","West Sacramento",-6.67076167076175,0,27
"sp2","Lang Crossing",12.3292383292383,0,17
"sp2","West Sacramento",9.32923832923825,0,30
"sp2","West Sacramento",10.3292383292383,0,33
"sp2","West Sacramento",11.3292383292383,0,35
"sp2","West Sacramento",12.3292383292383,0,31
"sp2","West Sacramento",13.3292383292383,1,35
"sp2","West Sacramento",14.3292383292383,2,35
"sp2","West Sacramento",15.3292383292383,4,32
"sp2","West Sacramento",16.3292383292383,14,34
"sp2","West Sacramento",17.3292383292383,10,32
"sp2","West Sacramento",18.3292383292383,5,32
"sp2","West Sacramento",19.3292383292383,2,31
"sp2","Suisun Marsh",4.32923832923825,1,35
"sp2","Suisun Marsh",5.32923832923825,0,29
"sp2","Donner Pass",-13.6707616707617,0,16
"sp2","Donner Pass",-12.6707616707617,0,11
"sp2","Suisun Marsh",8.32923832923825,0,31
"sp2","Suisun Marsh",9.32923832923825,0,30
"sp2","Lang Crossing",-9.67076167076175,0,17
"sp2","Lang Crossing",-8.67076167076175,0,16
"sp2","Lang Crossing",-7.67076167076175,0,16
"sp2","Castle Peak",5.32923832923825,0,6
"sp2","West Sacramento",-10.6707616707617,0,18
"sp2","Suisun Marsh",15.3292383292383,11,33
"sp2","Suisun Marsh",16.3292383292383,13,31
"sp2","Suisun Marsh",17.3292383292383,20,30
"sp2","Suisun Marsh",18.3292383292383,9,32
"sp2","Suisun Marsh",19.3292383292383,8,30
"sp2","Suisun Marsh",20.3292383292383,12,33
"sp2","Donner Pass",0.329238329238251,0,15
"sp2","Donner Pass",1.32923832923825,0,20
"sp2","Donner Pass",2.32923832923825,0,18
"sp2","Donner Pass",3.32923832923825,0,13
"sp2","Donner Pass",4.32923832923825,0,16
"sp2","Donner Pass",5.32923832923825,0,14
"sp2","West Sacramento",2.32923832923825,0,30
"sp2","West Sacramento",3.32923832923825,0,32
"sp2","West Sacramento",4.32923832923825,0,33
"sp2","Lang Crossing",10.3292383292383,0,16
"sp2","Lang Crossing",11.3292383292383,0,17
"sp2","Donner Pass",11.3292383292383,0,19
"sp2","Donner Pass",12.3292383292383,0,14
"sp2","Donner Pass",13.3292383292383,0,21
"sp2","Donner Pass",14.3292383292383,0,18
"sp2","Donner Pass",15.3292383292383,0,21
"sp2","Donner Pass",16.3292383292383,0,22
"sp2","Donner Pass",17.3292383292383,0,15
"sp2","Donner Pass",18.3292383292383,0,16
"sp2","Donner Pass",19.3292383292383,0,27
"sp2","Donner Pass",20.3292383292383,0,15
"sp2","Rancho Cordova",16.3292383292383,9,30
"sp2","Rancho Cordova",17.3292383292383,10,32
"sp2","Rancho Cordova",18.3292383292383,9,35
"sp2","Rancho Cordova",19.3292383292383,6,30
"sp2","Rancho Cordova",20.3292383292383,8,35
"sp2","Lang Crossing",-13.6707616707617,0,16
"sp2","Lang Crossing",-12.6707616707617,0,14
"sp2","Lang Crossing",-11.6707616707617,0,12
"sp2","Suisun Marsh",10.3292383292383,0,28
"sp2","Suisun Marsh",11.3292383292383,0,31
"sp2","Suisun Marsh",12.3292383292383,0,29
"sp2","Suisun Marsh",13.3292383292383,2,30
"sp2","Suisun Marsh",14.3292383292383,8,31
"sp2","Castle Peak",3.32923832923825,0,7
"sp2","Castle Peak",4.32923832923825,0,8
"sp2","Gates Canyon",-15.6707616707617,0,16
"sp2","Gates Canyon",-14.6707616707617,1,20
"sp2","Gates Canyon",-13.6707616707617,0,17
"sp2","Gates Canyon",-12.6707616707617,0,18
"sp2","Gates Canyon",-11.6707616707617,0,21
