"","reps","median","low","up","prob"
"",62,-0.02,-0.046,0.005,0.938
"",62,-0.019,-0.045,0.007,0.928
"",62,-0.021,-0.046,0.006,0.939
"",62,-0.02,-0.046,0.006,0.935
"",62,-0.017,-0.042,0.007,0.916
"",62,-0.015,-0.04,0.01,0.881
"",62,-0.017,-0.042,0.008,0.916
"",62,-0.02,-0.047,0.005,0.935
"",62,-0.023,-0.049,0.003,0.961
"",62,-0.018,-0.042,0.009,0.916
"",62,-0.01,-0.035,0.014,0.8
"",62,-0.018,-0.043,0.008,0.919
"",62,-0.019,-0.046,0.007,0.921
"",62,-0.019,-0.044,0.006,0.927
"",62,-0.012,-0.037,0.013,0.828
"",62,-0.019,-0.041,0.003,0.957
"",62,-0.023,-0.045,0,0.977
"",62,-0.018,-0.045,0.008,0.916
"",62,-0.02,-0.046,0.006,0.937
"",62,-0.02,-0.046,0.006,0.942
"",62,-0.017,-0.043,0.01,0.901
"",62,-0.016,-0.042,0.01,0.888
"",62,-0.014,-0.041,0.012,0.862
"",62,-0.022,-0.047,0.003,0.959
"",62,-0.018,-0.042,0.007,0.926
"",62,-0.023,-0.048,0.003,0.964
"",62,-0.012,-0.037,0.014,0.822
"",62,-0.019,-0.044,0.007,0.921
"",62,-0.016,-0.042,0.01,0.886
"",62,-0.018,-0.042,0.006,0.924
"",62,-0.025,-0.048,-0.002,0.981
"",62,-0.015,-0.04,0.012,0.873
"",62,-0.015,-0.041,0.01,0.88
"",62,-0.011,-0.036,0.013,0.813
"",62,-0.017,-0.042,0.008,0.912
"",62,-0.016,-0.041,0.011,0.881
"",62,-0.015,-0.04,0.011,0.874
"",62,-0.013,-0.039,0.012,0.851
"",62,-0.012,-0.038,0.013,0.823
"",62,-0.024,-0.048,-0.001,0.978
"",62,-0.01,-0.035,0.015,0.788
"",62,-0.018,-0.044,0.005,0.927
"",62,-0.024,-0.047,-0.002,0.982
"",62,-0.019,-0.046,0.006,0.921
"",62,-0.013,-0.037,0.013,0.839
"",62,-0.02,-0.045,0.006,0.936
"",62,-0.018,-0.044,0.008,0.919
"",62,-0.022,-0.049,0.004,0.951
"",62,-0.017,-0.042,0.009,0.899
"",62,-0.018,-0.045,0.007,0.914
"",62,-0.014,-0.04,0.01,0.861
"",62,-0.018,-0.043,0.007,0.918
"",62,-0.014,-0.04,0.012,0.868
"",62,-0.013,-0.036,0.011,0.857
"",62,-0.012,-0.035,0.013,0.832
"",62,-0.011,-0.036,0.015,0.816
"",62,-0.013,-0.039,0.012,0.844
"",62,-0.019,-0.046,0.006,0.93
"",62,-0.018,-0.045,0.008,0.909
"",62,-0.015,-0.041,0.01,0.881
"",62,-0.016,-0.042,0.009,0.891
"",62,-0.024,-0.047,-0.002,0.981
"",62,-0.024,-0.048,-0.002,0.98
"resH",71,-0.018,-0.041,0.006,0.932
