"","reps","median","low","up","prob"
"",62,-0.018,-0.039,0.003,0.949
"",62,-0.015,-0.036,0.007,0.921
"",62,-0.013,-0.033,0.008,0.893
"",62,-0.013,-0.032,0.005,0.917
"",62,-0.014,-0.036,0.006,0.898
"",62,-0.015,-0.036,0.004,0.925
"",62,-0.013,-0.033,0.009,0.886
"",62,-0.016,-0.036,0.005,0.931
"",62,-0.02,-0.04,0.001,0.972
"",62,-0.017,-0.037,0.005,0.939
"",62,-0.019,-0.04,0.002,0.963
"",62,-0.016,-0.036,0.005,0.941
"",62,-0.018,-0.038,0.003,0.957
"",62,-0.015,-0.033,0.007,0.922
"",62,-0.017,-0.037,0.005,0.949
"",62,-0.015,-0.034,0.005,0.921
"",62,-0.017,-0.039,0.003,0.945
"",62,-0.018,-0.037,0.003,0.962
"",62,-0.016,-0.035,0.008,0.924
"",62,-0.016,-0.035,0.007,0.926
"",62,-0.018,-0.039,0.004,0.949
"",62,-0.015,-0.036,0.008,0.917
"",62,-0.019,-0.041,0.002,0.966
"",62,-0.017,-0.038,0.003,0.946
"",62,-0.02,-0.041,0.001,0.971
"",62,-0.017,-0.038,0.003,0.949
"",62,-0.013,-0.033,0.007,0.902
"",62,-0.016,-0.037,0.004,0.939
"",62,-0.017,-0.039,0.004,0.947
"",62,-0.016,-0.038,0.004,0.944
"",62,-0.019,-0.041,0.001,0.963
"",62,-0.014,-0.035,0.006,0.922
"",62,-0.015,-0.034,0.003,0.936
"",62,-0.014,-0.035,0.007,0.912
"",62,-0.017,-0.039,0.004,0.942
"",62,-0.013,-0.035,0.006,0.903
"",62,-0.017,-0.038,0.004,0.938
"",62,-0.018,-0.038,0.002,0.964
"",62,-0.015,-0.035,0.005,0.94
"",62,-0.017,-0.037,0.003,0.952
"",62,-0.017,-0.038,0.004,0.944
"",62,-0.019,-0.041,0,0.969
"",62,-0.021,-0.042,-0.001,0.976
"",62,-0.019,-0.041,0.001,0.96
"",62,-0.017,-0.038,0.005,0.94
"",62,-0.018,-0.039,0.003,0.953
"",62,-0.016,-0.038,0.004,0.937
"",62,-0.019,-0.039,0.001,0.967
"",62,-0.019,-0.039,0.002,0.962
"",62,-0.016,-0.036,0.005,0.938
"",62,-0.019,-0.042,0.002,0.961
"",62,-0.012,-0.03,0.007,0.891
"",62,-0.016,-0.034,0.002,0.961
"",62,-0.017,-0.039,0.002,0.948
"",62,-0.017,-0.038,0.005,0.937
"",62,-0.014,-0.036,0.007,0.913
"",62,-0.019,-0.04,-0.001,0.973
"",62,-0.012,-0.032,0.008,0.881
"",62,-0.016,-0.038,0.004,0.94
"",62,-0.019,-0.04,0.002,0.964
"",62,-0.021,-0.042,0,0.973
"",62,-0.014,-0.034,0.008,0.903
"",62,-0.018,-0.038,0.004,0.946
"",62,-0.02,-0.04,0.002,0.964
"resH",72,-0.016,-0.034,0.002,0.965
